dataset,seed,time_taken,status,"{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.25}","time_{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.25}","{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.5}","time_{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.5}","{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.75}","time_{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.75}","{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.25}","time_{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.25}","{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.5}","time_{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.5}","{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.75}","time_{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.75}","{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.25}","time_{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.25}","{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.5}","time_{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.5}","{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.75}","time_{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.75}","{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.25}","time_{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.25}","{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.5}","time_{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.5}","{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.75}","time_{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.75}"
ACSF1,0,6781.9383,success,0.6390374331550802,622.9914,0.6390374331550802,610.8778,0.6491384432560903,619.9019,0.6390374331550802,708.1764,0.6390374331550802,698.4358,0.6491384432560903,696.7694,0.6491384432560903,466.293,0.6589423648247177,455.6748,0.6390374331550802,442.2597,0.6491384432560903,435.2583,0.6589423648247177,422.3763,0.6390374331550802,429.9489
ACSF1,1,6613.8569,success,0.700237670825906,640.1094,0.7198455139631611,649.7038,0.7198455139631611,682.0424,0.700237670825906,682.2957,0.7198455139631611,598.1587,0.7198455139631611,584.0146,0.7596553773024363,419.3799,0.7498514557338086,412.9024,0.7596553773024363,455.4741,0.7596553773024363,458.3144,0.7498514557338086,448.1745,0.7596553773024363,418.2047
ACSF1,2,6560.4435,success,0.6598336304218658,629.9078,0.6500297088532383,646.9277,0.6702317290552585,597.32,0.6598336304218658,605.434,0.6500297088532383,646.3616,0.6702317290552585,647.4391,0.6800356506238859,419.0444,0.6601307189542484,454.5813,0.6702317290552585,439.5916,0.6800356506238859,443.3216,0.6601307189542484,430.6954,0.6702317290552585,433.7294
ACSF1,3,6600.4988,success,0.6696375519904931,650.226,0.6696375519904931,633.6971,0.6898395721925134,641.3603,0.6696375519904931,637.1411,0.6696375519904931,613.5283,0.6898395721925134,630.5868,0.7103386809269162,432.4411,0.7302436125965537,418.3409,0.7400475341651812,437.0221,0.7103386809269162,447.5311,0.7302436125965537,434.8579,0.7400475341651812,443.5617
ACSF1,4,6668.1336,success,0.6209150326797386,646.6122,0.6209150326797386,682.58,0.6108140225787285,696.8485,0.6209150326797386,646.8899,0.6209150326797386,623.3434,0.6108140225787285,616.5012,0.6209150326797386,434.5732,0.6411170528817588,423.0292,0.6310160427807486,431.338,0.6209150326797386,436.4009,0.6411170528817588,424.0032,0.6310160427807486,430.6406
Adiac,0,3450.4924,success,0.7256410256410257,292.9741,0.7256410256410257,294.5544,0.7282051282051283,295.1319,0.7256410256410257,293.8175,0.7256410256410257,294.5766,0.7282051282051283,294.2993,0.7435897435897436,261.3897,0.7512820512820513,260.6989,0.735897435897436,260.9344,0.7435897435897436,255.1836,0.7512820512820513,257.7943,0.735897435897436,259.0989
Adiac,1,3358.4772,success,0.7384615384615385,291.3335,0.7384615384615385,286.8238,0.735897435897436,278.9738,0.7384615384615385,279.2309,0.7384615384615385,280.7117,0.735897435897436,281.3095,0.7384615384615385,252.9355,0.7564102564102564,256.8296,0.7435897435897436,258.7239,0.7384615384615385,253.1434,0.7564102564102564,254.9844,0.7435897435897436,254.2452
Adiac,2,3394.9716,success,0.7410256410256411,286.0779,0.7333333333333334,288.5753,0.7282051282051283,280.0811,0.7410256410256411,278.9625,0.7333333333333334,281.3984,0.7282051282051283,276.9689,0.735897435897436,251.0502,0.7384615384615385,263.7491,0.7307692307692308,264.7416,0.735897435897436,259.4536,0.7384615384615385,262.9518,0.7307692307692308,262.3774
Adiac,3,3383.2434,success,0.7153846153846154,290.6936,0.7230769230769232,290.8479,0.7410256410256411,284.298,0.7153846153846154,284.0222,0.7230769230769232,280.8222,0.7410256410256411,278.8187,0.7282051282051283,252.2854,0.735897435897436,255.0993,0.7435897435897436,260.2834,0.7282051282051283,254.9293,0.735897435897436,259.0058,0.7435897435897436,260.6017
Adiac,4,3341.1313,success,0.7435897435897436,287.0826,0.7333333333333334,287.0278,0.7410256410256411,282.8309,0.7435897435897436,276.1254,0.7333333333333334,275.9147,0.7410256410256411,277.3093,0.7435897435897436,250.0512,0.7512820512820513,254.0489,0.7487179487179487,254.9926,0.7435897435897436,252.8708,0.7512820512820513,255.7628,0.7487179487179487,256.4231
ArrowHead,0,850.2154,success,0.8055555555555557,86.5548,0.8055555555555557,84.4727,0.7777777777777778,84.8783,0.8055555555555557,83.7536,0.8055555555555557,83.7385,0.7777777777777778,82.4451,0.8055555555555557,51.6928,0.7777777777777778,53.07,0.8055555555555555,53.3336,0.8055555555555557,51.4684,0.7777777777777778,53.229,0.8055555555555555,54.3165
ArrowHead,1,821.7606,success,0.8333333333333334,80.2584,0.8333333333333334,80.7431,0.8055555555555557,81.5281,0.8333333333333334,79.7884,0.8333333333333334,81.1807,0.8055555555555557,81.1179,0.8055555555555555,50.4394,0.8055555555555555,51.861,0.75,52.9842,0.8055555555555555,50.7646,0.8055555555555555,52.588,0.75,52.269
ArrowHead,2,895.1911,success,0.7777777777777778,81.723,0.7777777777777778,83.5381,0.7777777777777778,84.4892,0.7777777777777778,86.7208,0.7777777777777778,88.4918,0.7777777777777778,88.6497,0.75,55.5423,0.75,57.3968,0.7777777777777777,57.1124,0.75,57.1283,0.75,61.6788,0.7777777777777777,61.9771
ArrowHead,3,819.7706,success,0.8333333333333334,78.5517,0.7777777777777778,79.705,0.7777777777777778,79.9686,0.8333333333333334,79.216,0.7777777777777778,82.4166,0.7777777777777778,83.2255,0.8333333333333334,50.0463,0.7777777777777778,51.5764,0.75,52.4761,0.8333333333333334,51.0918,0.7777777777777778,52.392,0.75,52.7256
ArrowHead,4,935.4141,success,0.8055555555555555,93.3524,0.8333333333333334,94.1256,0.8333333333333334,94.8346,0.8055555555555555,93.7401,0.8333333333333334,93.9946,0.8333333333333334,94.2283,0.8055555555555555,59.2626,0.8055555555555555,60.2299,0.8055555555555555,60.5486,0.8055555555555555,58.2877,0.8055555555555555,52.8794,0.8055555555555555,53.228
Beef,0,1728.0751,success,0.5666666666666667,176.3159,0.6,154.4505,0.6333333333333333,178.6963,0.5666666666666667,200.4487,0.6,178.4093,0.6333333333333333,167.3601,0.6333333333333333,115.6721,0.7666666666666666,105.3209,0.7666666666666666,105.2922,0.6333333333333333,115.3779,0.7666666666666666,100.9625,0.7666666666666666,97.0616
Beef,1,1691.1997,success,0.5333333333333333,173.0502,0.6,173.7444,0.6666666666666666,173.8799,0.5333333333333333,186.3108,0.6,147.6439,0.6666666666666666,157.1297,0.6,109.248,0.7000000000000001,99.4725,0.7666666666666667,100.7468,0.6,115.8001,0.7000000000000001,108.3653,0.7666666666666667,109.2931
Beef,2,1476.7576,success,0.7000000000000001,179.379,0.7666666666666666,138.7552,0.7666666666666666,139.5405,0.7000000000000001,155.1804,0.7666666666666666,139.4238,0.7666666666666666,140.1118,0.7666666666666666,97.6193,0.8333333333333334,90.0613,0.8333333333333334,89.662,0.7666666666666666,97.8165,0.8333333333333334,88.9231,0.8333333333333334,89.7477
Beef,3,1562.4831,success,0.7666666666666666,156.5788,0.7666666666666666,138.3183,0.7666666666666666,142.9298,0.7666666666666666,155.2174,0.7666666666666666,141.9719,0.7666666666666666,172.687,0.7333333333333334,101.5071,0.7666666666666666,93.0488,0.8333333333333334,95.5432,0.7333333333333334,121.8841,0.7666666666666666,110.128,0.8333333333333334,99.0429
Beef,4,1673.9106,success,0.7333333333333334,193.0646,0.6999999999999998,174.6921,0.7666666666666666,175.8248,0.7333333333333334,169.7131,0.6999999999999998,151.8977,0.7666666666666666,152.2789,0.6999999999999998,109.8859,0.7666666666666666,96.7332,0.7666666666666666,97.897,0.6999999999999998,106.3618,0.7666666666666666,96.6056,0.7666666666666666,97.9245
BeetleFly,0,1790.9788,success,0.4444444444444444,200.4176,0.4444444444444444,154.9601,0.5,155.2428,0.4444444444444444,211.766,0.4444444444444444,166.7114,0.5,166.3332,0.3968253968253968,132.8202,0.3968253968253968,103.8127,0.3968253968253968,104.7105,0.3968253968253968,133.4297,0.3968253968253968,103.4231,0.3968253968253968,104.4137
BeetleFly,1,1625.8577,success,0.6587301587301587,222.5831,0.6587301587301587,154.6089,0.6587301587301587,145.5856,0.6587301587301587,187.0841,0.6587301587301587,143.5566,0.6587301587301587,144.1899,0.6587301587301587,117.444,0.6587301587301587,90.2325,0.7063492063492064,91.1343,0.6587301587301587,116.5702,0.6587301587301587,90.3975,0.7063492063492064,92.0535
BeetleFly,2,1881.648,success,0.49206349206349204,232.207,0.49206349206349204,174.6157,0.49206349206349204,163.0855,0.49206349206349204,205.4272,0.49206349206349204,180.1846,0.49206349206349204,181.4873,0.5,144.002,0.49206349206349204,111.9517,0.49206349206349204,106.5909,0.5,123.1021,0.49206349206349204,111.2441,0.49206349206349204,112.1438
BeetleFly,3,1796.1295,success,0.5555555555555555,233.8552,0.5555555555555555,182.6494,0.5555555555555555,171.5345,0.5555555555555555,203.5112,0.5555555555555555,156.7023,0.5555555555555555,160.9502,0.6031746031746031,126.4978,0.5476190476190476,98.4845,0.6507936507936507,99.3213,0.6031746031746031,127.7245,0.5476190476190476,102.5624,0.6507936507936507,99.3646
