dataset,seed,time_taken,status,"{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.25}","time_{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.25}","{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.5}","time_{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.5}","{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.75}","time_{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.75}","{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.25}","time_{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.25}","{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.5}","time_{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.5}","{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.75}","time_{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.75}","{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.25}","time_{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.25}","{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.5}","time_{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.5}","{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.75}","time_{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.75}","{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.25}","time_{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.25}","{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.5}","time_{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.5}","{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.75}","time_{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.75}"
ACSF1,0,12306.7916,success,0.6390374331550802,1260.0761,0.6390374331550802,1193.1676,0.6491384432560903,1222.8678,0.6390374331550802,1184.8788,0.6390374331550802,1163.4309,0.6491384432560903,1200.2057,0.6592394533571003,799.6166,0.6488413547237076,776.9148,0.6390374331550802,790.8534,0.6592394533571003,810.3458,0.6488413547237076,771.3556,0.6390374331550802,825.9502
ACSF1,1,12137.4025,success,0.700237670825906,1278.45,0.7198455139631611,1228.2738,0.7198455139631611,1206.2062,0.700237670825906,1139.5389,0.7198455139631611,1139.4304,0.7198455139631611,1146.5273,0.7599524658348188,790.6342,0.7498514557338086,780.2532,0.7596553773024363,776.0474,0.7599524658348188,788.8441,0.7498514557338086,790.3177,0.7596553773024363,784.0672
ACSF1,2,12257.6837,success,0.6598336304218658,1245.3385,0.6500297088532383,1227.5242,0.6702317290552585,1186.1252,0.6598336304218658,1188.8396,0.6500297088532383,1153.6923,0.6702317290552585,1174.5224,0.6800356506238859,813.7533,0.6601307189542484,781.7451,0.6702317290552585,806.8696,0.6800356506238859,776.2841,0.6601307189542484,796.9118,0.6702317290552585,804.6186
ACSF1,3,12334.2323,success,0.6696375519904931,1265.4016,0.6696375519904931,1213.2383,0.6898395721925134,1216.861,0.6696375519904931,1254.0854,0.6696375519904931,1191.3876,0.6898395721925134,1188.273,0.7103386809269162,800.4776,0.7302436125965537,790.2432,0.7400475341651812,782.7852,0.7103386809269162,807.6934,0.7302436125965537,761.9313,0.7400475341651812,764.6964
ACSF1,4,12249.9686,success,0.6209150326797386,1245.6313,0.6209150326797386,1181.1838,0.6108140225787285,1183.2879,0.6209150326797386,1242.7465,0.6209150326797386,1155.6492,0.6108140225787285,1178.0362,0.6209150326797386,827.4055,0.6310160427807486,801.4095,0.6310160427807486,791.1771,0.6209150326797386,797.3317,0.6310160427807486,768.7167,0.6310160427807486,764.6721
Adiac,0,5436.4604,success,0.7230769230769231,459.2593,0.7256410256410257,468.7182,0.7282051282051283,470.2386,0.7230769230769231,468.609,0.7256410256410257,468.4903,0.7282051282051283,468.5167,0.7435897435897436,413.5254,0.7512820512820513,410.8971,0.7384615384615385,405.7933,0.7435897435897436,394.284,0.7512820512820513,400.1721,0.7384615384615385,403.4729
Adiac,1,5479.1367,success,0.7384615384615385,465.9295,0.7384615384615385,470.9072,0.735897435897436,469.0613,0.7384615384615385,468.5749,0.7384615384615385,474.739,0.735897435897436,470.0759,0.7410256410256411,414.9265,0.7589743589743589,417.2199,0.7435897435897436,409.6774,0.7410256410256411,406.9086,0.7589743589743589,404.5081,0.7435897435897436,405.644
Adiac,2,5504.4079,success,0.7410256410256411,466.075,0.7333333333333334,471.646,0.7282051282051283,466.3924,0.7410256410256411,467.26,0.7333333333333334,467.5418,0.7282051282051283,470.7835,0.7333333333333334,408.0024,0.735897435897436,414.7325,0.7307692307692308,413.0027,0.7333333333333334,408.0324,0.735897435897436,410.3729,0.7307692307692308,419.5684
Adiac,3,5484.5191,success,0.7128205128205128,465.7607,0.7230769230769232,472.6741,0.7410256410256411,475.6644,0.7128205128205128,470.5872,0.7230769230769232,470.4914,0.7410256410256411,469.4186,0.7282051282051283,416.5196,0.735897435897436,415.7541,0.7410256410256411,413.6049,0.7282051282051283,394.1216,0.735897435897436,404.4112,0.7410256410256411,397.9844
Adiac,4,5413.71,success,0.7435897435897436,468.6927,0.7333333333333334,469.805,0.7410256410256411,480.0198,0.7435897435897436,460.6572,0.7333333333333334,453.1803,0.7410256410256411,452.6586,0.7435897435897436,399.2981,0.7564102564102564,402.9715,0.7487179487179487,399.3034,0.7435897435897436,401.7202,0.7564102564102564,407.49,0.7487179487179487,411.7356
