dataset,benchmark,task_type,et_mean,et_std,et_time,oblique_mean,oblique_std,oblique_time,rf_mean,rf_std,rf_time,rotf_mean,rotf_std,rotf_time
HouseTwenty,aeon_tsc,classification,0.8505494505494505,0.06395325363465264,3.1872599999999998,0.8197802197802198,0.05507615616977933,107.37465999999999,0.7956043956043957,0.06141132427633138,5.88294,0.782051282051282,0.04690933507276807,895.28012
InlineSkate,aeon_tsc,classification,0.30451574569221623,0.04119954957136332,10.57132,0.31776589423648244,0.04522220316942384,633.1022,0.30011883541295303,0.024289054334679178,31.221659999999996,0.33624480095068326,0.04472805741046823,1094.2912000000001
InsectEPGRegularTrain,aeon_tsc,classification,1.0,0.0,2.17368,1.0,0.0,6.2453,1.0,0.0,4.2382,1.0,0.0,272.82514000000003
InsectEPGSmallTrain,aeon_tsc,classification,1.0,0.0,1.9339,1.0,0.0,3.2921199999999997,1.0,0.0,2.61874,1.0,0.0,299.25784
InsectWingbeatSound,aeon_tsc,classification,0.6135875601629026,0.024650664764969986,4.54016,0.6026533382697765,0.03079139273065435,8.98356,0.5836356904850055,0.016881715865289842,13.38296,0.5927310872516351,0.03416045174952556,224.14875999999998
IronConcentration,aeon_tser,regression,71.90807138808319,0.9162669494566695,61.1048,67.34682591098392,1.8870020455411123,6487.6759600000005,72.48159245202757,1.755812794314973,225.97516000000002,63.67529952171058,1.8119596137130065,8056.8554
ItalyPowerDemand,aeon_tsc,classification,0.9699604743083003,0.010484454114536369,1.80174,0.9731225296442687,0.012362972529850332,0.77732,0.9699604743083003,0.000360818549081146,2.4595399999999996,0.973254281949934,0.00648135645652111,14.78852
LPGasMonitoringHomeActivity,aeon_tser,regression,1.2776949833612103,0.010051974270225335,20.171039999999998,1.2853710940230907,0.013449775720878972,38.3498,1.2993091244577548,0.015379716381309689,94.64868,1.311334394597357,0.005434727104375671,753.1098
LSST,aeon_tsc,classification,0.5285086909477154,0.01491045868623882,36.96588,0.4951597724768456,0.00689975339014002,129.63327999999998,0.4938569741008765,0.003260078325353805,276.42305999999996,0.5437956262346506,0.0035361664498977817,2760.9742
LargeKitchenAppliances,aeon_tsc,classification,0.6554666666666666,0.015708454906691392,12.612559999999998,0.6544000000000001,0.0069538158988828175,162.38175999999999,0.6464,0.01595549365509505,71.29606,0.6554666666666666,0.020343713197611336,738.979
Libras,aeon_tsc,classification,0.7088888888888889,0.04017707718169905,2.792,0.7455555555555555,0.024658156690191245,2.4605,0.6655555555555555,0.02976243385773076,5.99388,0.788888888888889,0.014163943093313364,78.61008000000001
Lightning2,aeon_tsc,classification,0.8466666666666667,0.02738612787525828,2.6748,0.8200000000000001,0.01825741858350547,9.43488,0.8566666666666667,0.027888667551135855,5.05986,0.8166666666666668,0.04249182927993987,295.27
Lightning7,aeon_tsc,classification,0.6856280193236715,0.05339270766469305,2.69056,0.6568840579710145,0.031242049561590674,4.26222,0.6880434782608695,0.046647524729582814,5.02226,0.6821256038647343,0.04368451146889894,171.01254
Mallat,aeon_tsc,classification,0.8978557504873294,0.03803917635134645,3.4608800000000004,0.742495126705653,0.10274078815516725,74.25782,0.8009746588693958,0.06569880402833599,8.154399999999999,0.8654970760233918,0.020994794569725098,534.58228
ManganeseConcentration,aeon_tser,regression,89.05511448753218,2.1691319296811393,57.78748,87.93970520355099,1.7712535198919133,6063.1959799999995,89.6711083299447,1.7974268859966653,197.02868,81.87240417924374,0.9787995880769211,7993.55422
Meat,aeon_tsc,classification,1.0,0.0,2.16162,1.0,0.0,3.4305399999999997,0.9966666666666667,0.007453559924999271,3.95762,0.9966666666666667,0.007453559924999271,202.26518000000002
MedicalImages,aeon_tsc,classification,0.700262467191601,0.011349999113091716,3.82836,0.6708661417322835,0.01138030624077624,4.75532,0.6608923884514435,0.017743248064205297,12.5791,0.7102362204724411,0.01491682124764603,128.24560000000002
Mercedes_Benz_Greener_Manufacturing,openml_335,regression,8.560722295274918,0.03129914518779576,140.18252,8.578584446896611,0.048617471865362735,1222.4378000000002,8.547270517435141,0.021243761112288637,95.38278,9.70769219942847,0.25392197726841026,4494.08518
MethaneMonitoringHomeActivity,aeon_tser,regression,0.5046370459007011,0.0027949448456727317,21.09966,0.503700715958565,0.0038750926582666666,41.673860000000005,0.5111744701676997,0.004445972633430921,109.34344000000002,0.5202814899033674,0.005648855629762636,793.55028
MetroInterstateTrafficVolume,aeon_tser,regression,562.707901205856,3.038033237272787,6.494839999999999,571.9145412703772,4.221560937412127,11.53234,568.5911227623767,3.7595292407549947,13.629839999999998,580.87090989205,6.08216554190118,212.3503
MiamiHousing2016,openml_297,regression,0.1589137340770698,0.0007798602699835177,29.096960000000003,0.16524022022247248,0.0008584810981625718,36.65346,0.16319196434620997,0.0007836352535607673,86.19578,0.15872613331210378,0.0009050459083142185,528.3300999999999
MiamiHousing2016,openml_336,regression,0.1589137340770698,0.0007798602699835177,33.93752,0.16524022022247248,0.0008584810981625718,35.26308,0.16319196434620997,0.0007836352535607673,104.68454,0.15860117410915325,0.0008585260658653672,589.25044
MiceProtein,openml_cc18,classification,0.9893004115226336,0.0035340666743450882,5.94476,0.9763374485596709,0.004364856673990982,8.36912,0.9718106995884774,0.004858320556838611,23.06026,0.9960905349794238,0.0008607613441708184,226.34740000000002
MiddlePhalanxOutlineAgeGroup,aeon_tsc,classification,0.793984962406015,0.006755779611475203,2.95974,0.7954737590244267,0.009934507103606664,2.7704,0.7949912093667002,0.00753781373268244,8.17496,0.7919724684846445,0.013811364603870776,74.82566
MiddlePhalanxOutlineCorrect,aeon_tsc,classification,0.819,0.009831920802501762,4.103260000000001,0.8046666666666666,0.008366600265340763,5.33116,0.8066666666666666,0.008079466429027222,16.20222,0.8376666666666667,0.00521749194749955,116.15146
MiddlePhalanxTW,aeon_tsc,classification,0.6310776942355889,0.00857274755713639,3.4124600000000003,0.6305764411027569,0.013909209950387497,3.48358,0.631578947368421,0.011888261880332228,9.79344,0.6275689223057644,0.020252735690062036,97.6312
MixedShapesRegularTrain,aeon_tsc,classification,0.8888199504605249,0.003939679333169691,18.976499999999998,0.8764158430127698,0.01134240168481939,310.4174,0.8568333213091888,0.006708883239667575,105.67498,0.9056104658153572,0.005176146309105447,1187.22722
MixedShapesSmallTrain,aeon_tsc,classification,0.8115270350564469,0.02763849601000379,4.90488,0.7921568627450981,0.03996343239296056,82.78636,0.7800356506238859,0.018833632212063703,14.54044,0.8318478906714202,0.016325008096269328,544.9466199999999
MoteStrain,aeon_tsc,classification,0.7857142857142857,0.1069221713119641,1.80096,0.753968253968254,0.11011457877390164,0.92458,0.7444444444444444,0.11215496064723496,2.41018,0.7825396825396825,0.09985502214318474,42.854200000000006
