dataset,benchmark,task_type,et_mean,et_std,et_time,oblique_mean,oblique_std,oblique_time,rf_mean,rf_std,rf_time,rotf_mean,rotf_std,rotf_time
NATOPS,aeon_tsc,classification,0.7488888888888889,0.016386534670836266,8.41202,0.7555555555555555,0.018425693279752207,244.41866,0.7288888888888889,0.01590869007030705,33.413560000000004,0.8533333333333333,0.0303274312532359,777.26846
NaturalGasPricesSentiment,aeon_tser,regression,0.06168597848169168,0.0034403686984802195,1.5425,0.061497724074780435,0.003546388860037403,0.74884,0.06316844018106454,0.0028716077425510354,2.2565199999999996,0.06621134694049022,0.0040364730998046095,23.42702
NonInvasiveFetalECGThorax1,aeon_tsc,classification,0.8555555555555555,0.004427049291808042,79.8018,0.8504444444444446,0.007591011578842688,1016.48122,0.8363333333333334,0.006967738708939216,678.4934000000001,0.8893333333333334,0.0029762433857730666,7670.613800000001
NonInvasiveFetalECGThorax2,aeon_tsc,classification,0.8918888888888888,0.0018257418583505413,73.82334,0.8872222222222221,0.0022222222222222296,940.08734,0.8838888888888888,0.0027777777777778325,686.9627800000001,0.9158888888888889,0.0045065110645940544,7324.117020000001
OSULeaf,aeon_tsc,classification,0.5919945725915875,0.03244880101218168,6.06674,0.526971204583145,0.026690740964376566,24.5826,0.5539574853007688,0.04471695598071423,18.6822,0.6209256746570179,0.012791013991398627,339.04852
OccupancyDetectionLight,aeon_tser,regression,109.47725144508297,11.216756017052264,3.8809400000000003,89.94915284955293,7.873269972834959,7.2994,110.95936531251952,4.466094942742596,10.873660000000001,82.35542778350478,7.7191763894238,205.98883999999998
OliveOil,aeon_tsc,classification,0.9266666666666665,0.027888667551135875,2.2331,0.8733333333333334,0.027888667551135827,6.33018,0.8933333333333333,0.014907119849998594,3.2580199999999997,0.8800000000000001,0.04472135954999574,265.09564
PenDigits,aeon_tsc,classification,0.9940485721910862,0.00048664484998155795,9.415479999999999,0.9911395783293301,0.0009369356648807692,11.06738,0.9892981051507872,0.00038211425308973577,20.744880000000002,0.9949559647718175,0.0001739845851401123,404.6367
PhalangesOutlinesCorrect,aeon_tsc,classification,0.8301111111111112,0.005975774137566644,10.671940000000001,0.8206666666666667,0.0037350525142159485,21.5466,0.8183333333333334,0.006223710139557786,74.46996,0.8456666666666667,0.005463119897306416,382.87044000000003
PhishingWebsites,openml_cc18,classification,0.9704694256379783,0.001225546775583156,27.70022,0.9694038242151318,0.0006535302658609471,16.54212,0.9697054772244067,0.0010862211963974815,19.97364,0.9703888680590381,0.001364440611810794,213.1069
Phoneme,aeon_tsc,classification,0.13558946270213873,0.007372408491847144,18.53438,0.10932446531038073,0.017708371674786026,493.7787,0.11980959833072506,0.014993464705511907,117.63904,0.0916275430359937,0.017135636617737777,1381.3451
PigAirwayPressure,aeon_tsc,classification,0.0863865546218487,0.015104767681123722,19.8368,0.06330532212885148,0.01607291602570842,1744.6148799999999,0.061344537815126,0.016030144456946213,103.23332,0.09596638655462178,0.02779087012665714,1735.0262200000002
PigArtPressure,aeon_tsc,classification,0.10773109243697473,0.014374142747490146,19.58604,0.07899159663865543,0.012519159652709541,1543.92474,0.07691876750700276,0.015014893991025112,93.9028,0.09809523809523804,0.020731508570067933,1761.41732
PigCVP,aeon_tsc,classification,0.017422969187675,0.007968190728895937,19.81092,0.026834733893557384,0.018487819365300823,1632.7999,0.013445378151260479,0.011056445017361641,106.83892,0.03271708683473382,0.019836996299256438,1757.8052
Plane,aeon_tsc,classification,0.9790476190476192,0.010432810619145945,2.18892,0.9752380952380953,0.01085881357237269,1.8084,0.9695238095238097,0.015649215928719085,4.39448,0.980952380952381,0.013468700594029385,75.92432
PowerCons,aeon_tsc,classification,0.9966666666666667,0.004969039949999573,2.18354,0.9888888888888887,0.005555555555555546,1.47172,0.9966666666666667,0.004969039949999561,3.76646,0.9977777777777778,0.004969039949999571,74.09376
ProximalPhalanxOutlineAgeGroup,aeon_tsc,classification,0.8459993266748962,0.00739231518202688,2.9714400000000003,0.8495193206897842,0.005466754140736206,2.52944,0.8449930797142109,0.00394285491781081,8.37646,0.8430105113530093,0.01018773498954857,73.34657999999999
ProximalPhalanxOutlineCorrect,aeon_tsc,classification,0.8616666666666667,0.007817359599705774,4.07446,0.8553333333333333,0.0051908038341324505,4.94814,0.8553333333333333,0.008027729719194835,16.57342,0.8789999999999999,0.004654746681256372,104.70644
ProximalPhalanxTW,aeon_tsc,classification,0.8325141211237048,0.005899833271058916,3.1413,0.8255115400441401,0.016836033656471842,2.7645600000000004,0.8245165151685182,0.011915982375178937,8.693999999999999,0.8379867579396251,0.011931251551443688,79.6023
RacketSports,aeon_tsc,classification,0.850483660130719,0.02580489498928796,2.7959,0.7895686274509803,0.01874835205710375,3.04316,0.8186143790849674,0.025457763848881064,6.14944,0.831764705882353,0.016796749816302928,115.84679999999999
RefrigerationDevices,aeon_tsc,classification,0.5989333333333333,0.01606652835348489,13.40644,0.5893333333333333,0.008219218670625342,155.83352,0.5877333333333332,0.004844240566556014,62.56758,0.5994666666666666,0.0189877153268457,789.3575000000001
Rock,aeon_tsc,classification,0.6396825396825396,0.08182689789702859,3.3928400000000005,0.5746031746031746,0.10730440495971794,283.97942,0.5793650793650793,0.11569348997708931,4.8514800000000005,0.6666666666666667,0.11321700490227864,1385.549
SGEMM_GPU_kernel_performance,openml_335,regression,0.01429769131601204,1.7528665258265395e-05,502.34974,0.01444198518298972,1.9007199919046913e-05,288.92665999999997,0.014480876023388762,1.9162796042948885e-05,623.97536,0.01451554693130776,5.360604077419815e-05,7132.86936
ScreenType,aeon_tsc,classification,0.4522666666666667,0.02219909908081852,14.6279,0.4357333333333333,0.024628799763240106,177.84958,0.43306666666666666,0.01650319834321684,68.58243999999999,0.45013333333333333,0.011684747893443525,768.5202400000001
SelfRegulationSCP1,aeon_tsc,classification,0.8075072825634624,0.01910258775849804,29.243000000000002,0.8224053266749897,0.012467063848288858,3156.6126799999997,0.7992342904702455,0.01790478648232049,185.2837,0.8425801081980857,0.009672313235479396,2805.84062
SelfRegulationSCP2,aeon_tsc,classification,0.544896728478818,0.02370710761815997,38.416340000000005,0.5229911050806573,0.04208361910952152,5629.6428399999995,0.5529323081561888,0.0352492872133146,193.53062,0.5260214081109604,0.03890586300427002,3820.9689599999997
SemgHandGenderCh2,aeon_tsc,classification,0.9246666666666666,0.020357908646136656,16.30972,0.8846666666666667,0.008027729719194882,459.97546,0.8653333333333333,0.011690451944500121,75.45642000000001,0.9253333333333333,0.021421692017412862,1107.21874
SemgHandMovementCh2,aeon_tsc,classification,0.5737777777777777,0.01958835632981252,34.72238,0.5266666666666666,0.012472191289246412,1465.47642,0.5351111111111111,0.00973728991120292,161.84305999999998,0.5902222222222223,0.02169371530998356,1991.47496
SemgHandSubjectCh2,aeon_tsc,classification,0.7755555555555556,0.007856742013183815,33.0488,0.7026666666666667,0.019651280861719172,1334.39712,0.7022222222222222,0.011653431646335024,158.00646,0.8222222222222222,0.013240416986458817,1883.5783800000002
ShapeletSim,aeon_tsc,classification,0.7031746031746031,0.09128709291752772,2.01774,0.5253968253968254,0.15280611982009154,1.90658,0.6206349206349207,0.09919047492043175,2.60184,0.8095238095238095,0.0910106741363469,234.34532
ShapesAll,aeon_tsc,classification,0.6956666666666667,0.022192341021172162,25.817860000000003,0.6599999999999999,0.017118865486811772,237.57126,0.6466666666666667,0.021147629234082574,258.33867999999995,0.7246666666666666,0.017614703454153755,2300.0161
SierraNevadaMountainsSnow,aeon_tser,regression,52.674492015075224,1.0043063527643314,3.80544,53.655028302077994,2.093791588119568,4.74336,55.27521162076154,0.7674676795862083,7.41004,50.316215640202536,0.7406501426142886,127.46188
SmallKitchenAppliances,aeon_tsc,classification,0.632,0.02022100118413747,14.20948,0.6496,0.01937696226622395,174.03910000000002,0.6154666666666666,0.016264480727442014,70.36128,0.6853333333333333,0.020308728282303793,745.24396
SmoothSubspace,aeon_tsc,classification,0.9959999999999999,0.0036514837167011954,1.9099799999999998,0.9800000000000001,0.004714045207910421,0.9587,0.992,0.008692269873603524,2.73454,0.9906666666666666,0.008944271909999135,12.47174
SodiumConcentration,aeon_tser,regression,546.2580545841527,30.892980570778963,47.61258,550.128138382809,37.137848088754644,5917.04816,573.4144401512908,33.638355775939544,219.06493999999998,628.9606789594263,69.55593968531872,8236.718499999999
SonyAIBORobotSurface1,aeon_tsc,classification,0.8476190476190476,0.07304174834821295,1.807,0.7571428571428572,0.0916314437928356,0.7623800000000001,0.7571428571428571,0.06510839460950382,2.40898,0.8571428571428571,0.07896725691322382,34.37308
SonyAIBORobotSurface2,aeon_tsc,classification,0.8962962962962964,0.030987408390151037,1.78952,0.8666666666666666,0.020286020648339488,0.77298,0.837037037037037,0.056169447733715176,2.4410600000000002,0.9037037037037038,0.03312693299999699,32.098220000000005
StandWalkJump,aeon_tsc,classification,0.26666666666666666,0.0912870929175277,3.9847200000000003,0.35,0.13693063937629157,1742.7503199999999,0.26666666666666666,0.06972166887783963,5.8147,0.2833333333333333,0.074535599249993,3657.1973599999997
StarLightCurves,aeon_tsc,classification,0.9432036827246408,0.008178011351638386,27.839620000000004,0.9416026805248363,0.006182647359456134,342.56842,0.9230026433619247,0.005620519248583469,187.59356,0.959610508712305,0.0029636491277547374,1536.9392
SteamPredictor,aeon_tser,regression,28786.10858097065,412.2314587127199,13.58718,29610.288875753973,651.8267547216607,252.54242,29663.251753393888,673.874384073389,33.395920000000004,30445.439127990638,1178.6056387096444,1041.6576799999998
Strawberry,aeon_tsc,classification,0.9657452574525746,0.004765225015524249,5.71762,0.9582432647855891,0.007796175873551455,10.0413,0.9595456719273077,0.003909803965636716,24.94716,0.9735772357723578,0.00481079500586833,229.66484
SulphurConcentration,aeon_tser,regression,136.7768163317916,5.198893191881885,58.41672,129.34454136738512,4.305886724878909,7732.70466,135.72746754001938,4.953900878689876,264.08132,160.88368065052651,24.318997032536334,7886.378599999999
SwedishLeaf,aeon_tsc,classification,0.8331914484284443,0.019223276223330678,5.2209200000000004,0.7944015583291248,0.0073660099489323,8.152899999999999,0.7943943438424356,0.015044474361456131,21.36826,0.853204434504485,0.02128413103183868,231.54602
Symbols,aeon_tsc,classification,0.8712962962962962,0.018919274760835707,2.0618000000000003,0.8324074074074075,0.05312991686275842,3.41068,0.862037037037037,0.03947421064313372,2.9758199999999997,0.8712962962962962,0.018919274760835724,192.43536
SyntheticControl,aeon_tsc,classification,0.952,0.010165300454651263,2.66746,0.9266666666666665,0.009428090415820635,1.95292,0.9333333333333333,0.008819171036882048,5.6988,0.962,0.005055250296034323,55.8689
ToeSegmentation1,aeon_tsc,classification,0.5923076923076923,0.06603065777834695,2.16292,0.5853479853479854,0.05412390054971366,1.7057600000000002,0.5461538461538462,0.06164030905687127,3.01816,0.5772893772893772,0.08258428399532868,126.52412
ToeSegmentation2,aeon_tsc,classification,0.6833333333333333,0.05414885747116091,2.1099,0.5444444444444445,0.08002700161604406,1.98172,0.538888888888889,0.06394924685122967,3.0939,0.638888888888889,0.04392052305789416,158.9965
Trace,aeon_tsc,classification,0.9240641711229948,0.02680769280836094,2.60542,0.8760546642899584,0.03491352782073459,3.22376,0.8680332739156269,0.03339663622431422,5.21896,0.9300653594771241,0.02104678831490845,138.89738
TwoLeadECG,aeon_tsc,classification,0.825,0.07063046178186347,1.82692,0.7880952380952382,0.07393901850883534,0.75712,0.7809523809523811,0.029582794380450455,2.39676,0.9583333333333334,0.051031036307982905,40.92712
TwoPatterns,aeon_tsc,classification,0.8449916982851114,0.014649846814498498,9.26928,0.7215838593084102,0.015786186737887255,16.54066,0.7227898557239875,0.023276640356769695,43.149440000000006,0.8541793290296285,0.012369708584262501,356.73174
UMD,aeon_tsc,classification,0.8222222222222222,0.04212708580028639,1.9751800000000004,0.7722222222222223,0.041201102706087026,1.04844,0.7166666666666666,0.05343162239353152,2.65658,0.9,0.03167153958608719,68.74948
UWaveGestureLibrary,aeon_tsc,classification,0.8833333333333334,0.01666666666666666,5.40008,0.8049999999999999,0.024008100484813204,113.54318,0.8166666666666668,0.03908679799852859,15.466059999999999,0.8666666666666668,0.013176156917368271,492.05972
UWaveGestureLibraryAll,aeon_tsc,classification,0.9426387735404369,0.0043646031847751465,32.3183,0.9247716100648695,0.011563041710869457,513.6667,0.9136240862532079,0.004778208459050112,198.28606,0.9392830688424503,0.003584412272802623,2143.46804
UWaveGestureLibraryX,aeon_tsc,classification,0.7355053758613723,0.007410724391551103,15.50624,0.7169708124770862,0.013027216452996208,48.12248,0.714290737955751,0.007275125624687196,80.11434,0.7392912991103828,0.005563527372457106,851.08174
UWaveGestureLibraryY,aeon_tsc,classification,0.7198798380881837,0.011772769004226831,15.835980000000001,0.6995682850366247,0.014067514369559119,50.501,0.6991141238879786,0.005411070825052666,85.03348,0.7290221693489858,0.012611593545078254,839.68274
UWaveGestureLibraryZ,aeon_tsc,classification,0.6957516853344108,0.003920606250612725,16.2133,0.6785661376849005,0.010575342917008389,58.34194,0.6716669285388281,0.017129021156590946,83.0246,0.7087068752665484,0.009456605574114832,869.8300999999999
Wafer,aeon_tsc,classification,0.9941995888103673,0.0014848366386047212,5.87008,0.9961997926069783,0.0008364286436287589,7.03472,0.9823973674273075,0.00260771007283798,50.08452,0.9976005946065827,0.0005482790195368633,179.75176000000002
WaveDataTension,aeon_tser,regression,15.347072312046972,0.07643632693730164,8.81828,15.291078574912225,0.11534643751531189,12.12566,15.412937961148018,0.11209200906975733,32.29138,15.1118825387403,0.14982242712289934,225.88892
WindTurbinePower,aeon_tser,regression,95.73554506305564,10.680469992466259,9.349779999999999,88.88642520839407,2.4471737302312406,15.4038,98.9853418121535,2.430970021990686,24.4359,85.63529023161871,4.57107483744126,292.31074
Wine,aeon_tsc,classification,0.9052631578947368,0.0729706468178436,2.1747799999999997,0.8771929824561404,0.05114870083197637,1.70356,0.8491228070175438,0.052043498155057336,3.31712,0.9614035087719298,0.03803418138364701,106.8357
WordSynonyms,aeon_tsc,classification,0.5722846441947566,0.011047102025282836,6.09928,0.503370786516854,0.00862237036196363,16.026580000000003,0.5101123595505619,0.0180398420656064,24.39544,0.5573033707865169,0.015757066642668592,371.10878
Worms,aeon_tsc,classification,0.5734608378870674,0.013187381122844786,9.13692,0.562568306010929,0.027694790784988765,181.49692,0.5492531876138433,0.02098608487565591,31.347739999999998,0.5813114754098361,0.021335534346778314,620.3711999999999
WormsTwoClass,aeon_tsc,classification,0.6497814207650273,0.032047846142718855,7.2068200000000004,0.660728597449909,0.03003997268405541,109.79716,0.6386156648451731,0.029854788945794464,27.22946,0.6695810564663024,0.01942571926125155,574.1307800000001
Yoga,aeon_tsc,classification,0.818,0.011450376024878443,7.64482,0.788,0.011205157542647726,25.037119999999998,0.78,0.02260776661041753,32.82884,0.8126666666666666,0.015881505666095443,353.80249999999995
ZincConcentration,aeon_tser,regression,1.1900579932356143,0.01500259220637077,55.55792,1.1643599377205116,0.01838942347280954,6863.078879999999,1.161325224300373,0.02243278897181568,248.51484,1.1811839469487517,0.015981692905315353,7165.067059999999
abalone,openml_335,regression,2.1595706834812125,0.007596570330667339,9.466660000000001,2.1360642002693653,0.007581768266577875,6.5237,2.1498285584975863,0.006706655860843415,17.51126,2.12240524707123,0.018914272532103225,145.38616
abalone,openml_336,regression,2.1641952980533268,0.00537374041207447,7.4398,2.1375338242229303,0.011225809250613913,5.1303600000000005,2.1650706536135877,0.007390843205690374,14.05562,2.123502963222337,0.015281324727048294,104.18758
adult,openml_cc18,classification,0.8595673190670802,0.00048393759300038294,232.11068,0.8631981540737428,0.0014083034861037567,169.88774,0.8625202012221734,0.0004502426005706077,192.90609999999998,0.8518097367513869,0.0014710617245776408,2416.7794999999996
albert,openml_334,classification,0.6471903104556062,0.0007155299347829265,271.05276000000003,0.6470262737872379,0.0006748987099667031,227.97384000000002,0.6518635806331796,0.0006728665297186662,321.1906,0.6468698565881155,0.001733799745122519,5757.3774
analcatdata_authorship,openml_cc18,classification,0.9939153439153439,0.0020060517047754936,3.72792,0.9899470899470899,0.0015081685517184492,3.16024,0.9894179894179894,0.003102126825279981,6.08226,0.9952380952380953,0.0011831047499999,108.628
analcatdata_dmft,openml_cc18,classification,0.19414225941422586,0.011560036700196447,2.91662,0.19804741980474191,0.008011942324320823,1.5417999999999998,0.199163179916318,0.01509887710206343,3.36522,0.1827057182705718,0.008930438266991397,23.30932
analcatdata_supreme,openml_335,regression,0.07221736473398434,0.001969963166479025,3.03796,0.0729354969274024,0.002216264834090047,1.31698,0.07213483863899174,0.002188120003361349,5.35818,0.07747659826827977,0.003561312077430219,23.897
balance-scale,openml_cc18,classification,0.8686767550347024,0.01802413343744845,3.0473,0.8875336594986157,0.007805263235266296,1.4776799999999999,0.8619202032844087,0.010711106086107045,3.89604,0.9266867675503472,0.003191927916586575,17.54332
bank-marketing,openml_cc18,classification,0.9047506697141735,0.0006700466649904198,159.33318,0.9051193197178599,0.000537493447202634,108.54220000000001,0.9058123817247905,0.0008262659333651905,167.11632,0.9047113470471135,0.0009102329502852905,1922.5787
banknote-authentication,openml_cc18,classification,0.9995141694029087,0.00044350135670964095,2.3952999999999998,0.9977306907928408,0.0013315221754555259,1.37974,0.9933558531956944,0.001448947583038237,4.15252,1.0,0.0,14.0792
blood-transfusion-service-center,openml_cc18,classification,0.7922843915343916,0.005497069474612055,2.4192,0.7910925925925927,0.012888001831698042,1.1469,0.7863452380952382,0.012045649645703099,3.18002,0.7622539682539682,0.010748503601572737,13.512360000000001
breast-w,openml_cc18,classification,0.9672453861927547,0.004711143082605326,3.0056599999999998,0.9694752031594136,0.0026193303557802794,1.3151199999999998,0.9653391053391054,0.002601969862986861,3.8092599999999996,0.9691531859952913,0.005221050135172402,17.78262
california,openml_297,regression,0.14350314963648614,0.0008168747659563353,30.389139999999998,0.14933422369145122,0.000998279999188487,33.11702,0.14824812486705521,0.0009456985035033737,76.80004,0.14245436311566073,0.0002504408364227127,530.48246
car,openml_cc18,classification,0.9690031071533962,0.004599452844514701,3.3980400000000004,0.9651435911551518,0.008137822220136554,1.6578600000000001,0.9683603504412753,0.004666636045044945,3.74838,0.978263812945894,0.003944078283726307,24.436439999999997
churn,openml_cc18,classification,0.9544888888888888,0.0011695730992835084,11.1848,0.9534222222222223,0.002312606353910671,17.60658,0.9517333333333333,0.0020511965794158737,32.82996,0.9578222222222221,0.002128002599088743,403.98884
climate-model-simulation-crashes,openml_cc18,classification,0.9469135802469136,0.006408399795225373,2.46722,0.9275720164609054,0.0060690869151244975,1.52962,0.9345679012345679,0.0070381199080194285,4.95078,0.9427983539094651,0.004692079938679639,21.663339999999998
cmc,openml_cc18,classification,0.5325336972395796,0.00897328558770059,5.40618,0.5459595804133619,0.00401767342273472,2.66306,0.5436964529401505,0.008599638425016006,5.367279999999999,0.5121546054319164,0.009848343235679636,50.95564
cnae-9,openml_cc18,classification,0.9189300411522634,0.005215552203965692,17.29926,0.9069958847736626,0.004153627415264623,226.32456000000002,0.9059670781893004,0.004024199015557113,11.96644,0.8518518518518519,0.008576816872702207,499.11142
compas-two-years,openml_334,classification,0.6577308014177045,0.003391918288214082,6.7777199999999995,0.6639063497715536,0.00526447080775773,3.89092,0.6560746293099433,0.004105505125490483,5.86928,0.6209889375179355,0.005522423273270762,60.81292
connect-4,openml_cc18,classification,0.823236459926646,0.0011378016270356913,309.72249999999997,0.8241377608920907,0.0012548715359289575,343.56,0.8226312067235737,0.0012374952105920262,237.9985,0.8373546487722241,0.0010313261562533203,2625.5985800000003
cpu_act,openml_297,regression,2.379932139400629,0.008147510585536259,16.622300000000003,2.491903420323391,0.033921762720479004,22.6386,2.50462208105885,0.024358833944397317,56.17662,2.360368972443656,0.008319260121925923,417.072
cpu_act,openml_336,regression,2.379932139400629,0.008147510585536259,19.16782,2.491903420323391,0.033921762720479004,22.66924,2.50462208105885,0.024358833944397317,70.39898000000001,2.359648915818518,0.009120764691548627,493.49186
credit-approval,openml_cc18,classification,0.859903381642512,0.011612081402460565,2.36518,0.865378421900161,0.003878130299127967,1.8428799999999999,0.8682769726247986,0.007147291794258378,3.88994,0.8621578099838969,0.0061949707122935386,46.29248
credit-g,openml_cc18,classification,0.7495555555555555,0.010616781498303328,4.78138,0.7451111111111112,0.008978712822594227,3.08738,0.760888888888889,0.011149932181601926,4.78144,0.7531111111111112,0.011899787320435909,72.88372
cylinder-bands,openml_cc18,classification,0.7847736625514403,0.015092280511022448,4.93186,0.7662551440329218,0.004266757480108589,5.32022,0.7847736625514403,0.01452039404475503,5.327579999999999,0.8061728395061728,0.021003786263662283,111.70304000000002
default-of-credit-card-clients,openml_334,classification,0.7151541309584835,0.002892924033929925,19.05456,0.7087577259351752,0.002992454766326143,23.70418,0.7115706141927378,0.002880443926581102,69.9682,0.702377583493131,0.0033351646475301986,789.67352
diabetes,openml_cc18,classification,0.7557011104837191,0.0019173953509211946,2.5580600000000002,0.7603387916431394,0.006651339290480604,1.42804,0.7635021017629713,0.006806066987663562,3.8148400000000002,0.7594591881548404,0.005142209678814698,21.5078
diamonds,openml_297,regression,0.23633476982683926,0.0005124052005676843,59.857600000000005,0.23652201445989549,0.00022813218389119484,57.39954,0.23541896508223076,0.0003234355010181778,104.18163999999999,0.2460948333227325,0.0006568181072858332,1090.0603800000001
diamonds,openml_335,regression,0.09503890255578602,0.00014791308155155772,132.91878,0.09394785709328593,0.00024756978798345735,89.96684,0.0945739793594865,0.0001486736891391889,148.69938000000002,0.09154136116758241,0.00046597979404213466,2048.85174
diamonds,openml_336,regression,0.23633476982683926,0.0005124052005676843,65.17066,0.23652201445989549,0.00022813218389119484,52.419720000000005,0.23541896508223076,0.0003234355010181778,124.12656,0.24619465267467153,0.0006154524700096528,1173.35744
dna,openml_cc18,classification,0.9513781974048354,0.0018214849295958959,41.59644,0.9427980167510059,0.0030688447107602977,66.99208,0.9496330697277049,0.0017548208731129244,31.696320000000004,0.9476112656721213,0.003553155918585471,569.71996
dresses-sales,openml_cc18,classification,0.615111111111111,0.009863262676076477,4.45062,0.6115555555555556,0.009081251885201168,4.71566,0.6177777777777778,0.01872477727372521,4.3895800000000005,0.6017777777777777,0.009216196157034645,88.80096
electricity,openml_334,classification,0.8892104199156703,0.0011815075015540162,37.75014,0.8978397735805463,0.0010117496024541909,39.817899999999995,0.9076127765263099,0.0011459588100863917,98.58604,0.9115404609253162,0.001131308686293601,1105.0736000000002
electricity,openml_cc18,classification,0.8982736349363687,0.0005398530422279428,62.101960000000005,0.9038155895110878,0.0010440721793973985,73.63198,0.9139381953983324,0.001166217676649654,146.6123,0.9176556717554867,0.0011909035444381466,1883.6403599999999
elevators,openml_297,regression,0.00259952910465398,1.5461311709756558e-05,38.72174,0.0028150527208099197,1.653923265762352e-05,37.43608,0.00283920951791822,1.1526602319447388e-05,68.69498,0.00239378447998802,4.8329829341932854e-05,723.84226
elevators,openml_336,regression,0.00259952910465398,1.5461311709756558e-05,46.97668,0.0028150527208099197,1.653923265762352e-05,38.063280000000006,0.00283920951791822,1.1526602319447388e-05,88.5417,0.0023959908030923,5.345931042129346e-05,793.3018
eucalyptus,openml_cc18,classification,0.6444206773618538,0.01732426729917588,4.53918,0.6607212395447689,0.013419446857656083,4.23726,0.6628451940216646,0.016248963364318022,5.22874,0.6601261483614425,0.0154807048615546,88.56006
eye_movements,openml_334,classification,0.656930334833965,0.005334153063870124,14.162420000000001,0.6096104282321966,0.0028343581994524584,16.61374,0.6212941006504529,0.004421312817533492,48.6826,0.6432888543898436,0.0033357330146721385,533.72408
fifa,openml_297,regression,0.7864992602770294,0.0008642587960612456,18.30958,0.7900618362712831,0.0009863703374492071,17.47902,0.7807461198514989,0.0010952915151452604,32.29016,0.8036428609517218,0.002374012476462348,294.98638
first-order-theorem-proving,openml_cc18,classification,0.6014171905516672,0.002219417624044292,24.3928,0.6003993794510437,0.0036091084120118445,37.495619999999995,0.605593607712537,0.0025474211242803033,86.66458,0.6041052202493673,0.0015812850170383922,1135.68588
house_16H,openml_297,regression,0.5925072731867366,0.004047061848549271,57.069140000000004,0.5760960966099132,0.005571451148103973,73.21802,0.5733294439817371,0.002266045188183696,190.85848000000001,0.585675858145586,0.006060952365964455,1194.35522
house_16H,openml_336,regression,0.5925072731867366,0.004047061848549271,59.59442,0.5760960966099132,0.005571451148103973,71.19398,0.5733294439817371,0.002266045188183696,214.43856,0.5852952211644193,0.005471093001526283,1287.1708999999998
house_sales,openml_297,regression,0.1889789894883906,0.0005952229393653632,48.37944,0.1889880854743779,0.00017418073963760292,48.47996,0.18677426419476653,0.00057342221327252,104.41028000000001,0.18554852360134932,0.00044058306922946415,866.10546
house_sales,openml_335,regression,0.18176888174196335,0.0005068776780185879,61.94096,0.18346155678625287,0.0005109333560689004,56.53060000000001,0.1817175611283383,0.000696680669381424,114.08330000000001,0.17699103737786884,0.0005868638159634216,1158.80132
house_sales,openml_336,regression,0.1889789894883906,0.0005952229393653632,57.32164,0.1889880854743779,0.00017418073963760292,47.717439999999996,0.18677426419476653,0.00057342221327252,129.5448,0.18554611455696662,0.0004382182651073738,993.42826
houses,openml_297,regression,0.24366096710281798,0.0014388839892892037,34.55558,0.24509558650831584,0.0004647040292771719,37.81118,0.23533638650932226,0.0007750646422689556,94.85202,0.2289819691191186,0.0007393836639945631,555.0028
houses,openml_336,regression,0.24366096710281798,0.0014388839892892037,40.38244,0.24509558650831584,0.0004647040292771719,37.79588,0.23533638650932226,0.0007750646422689556,115.68555999999998,0.22890532008452338,0.0006931842946253966,658.3191800000001
ilpd,openml_cc18,classification,0.7140908593322386,0.012468809720046532,2.6838,0.7110848385331143,0.01624322924637466,1.49324,0.7007487684729063,0.0031022519942931776,3.7427799999999998,0.7243984674329502,0.01934723430504388,23.21162
isolet,openml_297,regression,2.8801628082531057,0.02874268278152793,212.32381999999998,3.285086950822327,0.019704344418508175,915.8094199999999,3.2681264296372037,0.029248847365999312,1300.05138,2.9950058124405214,0.016280771835914584,9419.870780000001
isolet,openml_cc18,classification,0.9445347014393615,0.0006638628872083079,209.7772,0.9270628473706714,0.0017581496951165514,802.14892,0.9343594128544963,0.0010006264603986334,1224.3480200000001,0.9459313096765,0.0013162034931188651,17317.793660000003
jm1,openml_cc18,classification,0.8182115923898585,0.0012043310187516251,18.57916,0.8173743618021241,0.0009329113932962559,22.605259999999998,0.8172723314161999,0.0007035859858374263,51.062,0.8165169314486471,0.001483922684814032,641.95164
jungle_chess_2pcs_raw_endgame_complete,openml_cc18,classification,0.8379304128902149,0.0013807158141318004,37.566340000000004,0.8389865085914685,0.0008287833380335196,20.65486,0.8321739025576017,0.0012746911332559433,35.978719999999996,0.8295608677887912,0.005800558894143366,495.65236000000004
kc1,openml_cc18,classification,0.8549018137460755,0.00466286266803088,4.35164,0.8596423167423227,0.002899525962117366,3.50544,0.8536354910312557,0.002919432111829155,7.93048,0.8583776604608688,0.0047783574591681865,75.63956
kc2,openml_cc18,classification,0.8434863084544613,0.007494556676983243,2.44498,0.8409330937993358,0.011477728721074193,1.41896,0.8400729489901465,0.012712953850300667,3.7419800000000003,0.8315123305569166,0.011194937639343011,25.862740000000002
kr-vs-kp,openml_cc18,classification,0.9942277061686415,0.002379502456303923,4.87214,0.9938107501507529,0.001356161572101624,6.89804,0.9938112581027413,0.0015624353454412204,4.4272800000000005,0.9953406289751779,0.0022075074058818113,82.15814
letter,openml_cc18,classification,0.9626000000000001,0.001182694141398828,23.85016,0.9471222222222222,0.0006078194176270397,28.461000000000002,0.9523333333333334,0.0008507440461729013,39.738060000000004,0.9639888888888889,0.0013548039810838321,1331.6471
madelon,openml_cc18,classification,0.8358119658119658,0.0052808479253271074,79.99431999999999,0.7288888888888889,0.008859665967618828,223.12654000000003,0.7952136752136753,0.0035162397317477488,234.44322000000003,0.8199145299145301,0.010369744196993547,2610.93478
