dataset,model,seed,time_taken,status,"{'max_features': 'sqrt', 'min_samples_leaf': 1}","time_{'max_features': 'sqrt', 'min_samples_leaf': 1}","{'max_features': 'sqrt', 'min_samples_leaf': 5}","time_{'max_features': 'sqrt', 'min_samples_leaf': 5}","{'max_features': 0.5, 'min_samples_leaf': 1}","time_{'max_features': 0.5, 'min_samples_leaf': 1}","{'max_features': 0.5, 'min_samples_leaf': 5}","time_{'max_features': 0.5, 'min_samples_leaf': 5}","{'max_features': 1.0, 'min_samples_leaf': 1}","time_{'max_features': 1.0, 'min_samples_leaf': 1}","{'max_features': 1.0, 'min_samples_leaf': 5}","time_{'max_features': 1.0, 'min_samples_leaf': 5}"
electricity,et,121958,104.0471,success,0.8760180211401836,12.5627,0.8138970715647201,6.3334,0.8819961878357304,15.2623,0.8506902327730607,12.2864,0.8900248368278173,25.4038,0.8648992086871137,18.5373
electricity,et,671155,107.726,success,0.8748339398140126,12.3077,0.8174204355108877,5.6049,0.8811586668977069,18.9306,0.8498527118350373,10.8757,0.8879165944665859,25.9321,0.8659100098192111,19.4714
electricity,et,131932,104.7315,success,0.875036100040432,12.382,0.8143302720499047,5.7172,0.8834113094206666,17.5891,0.8506324727083694,12.1342,0.890111476924854,23.8724,0.8642927280078553,21.5204
electricity,et,365838,98.7872,success,0.8760757812048751,12.3283,0.8195864379368105,5.7099,0.8828914688384449,14.3235,0.8509790330965171,12.125,0.8879165944665859,22.1832,0.8655056893663721,20.0074
electricity,et,259178,102.2958,success,0.876942182175244,12.5523,0.8165540345405188,5.7561,0.8849419511349853,17.9056,0.8511234332582452,11.7312,0.8900825968925085,22.4416,0.865678969560446,18.9527
eye_movements,et,121958,44.0692,success,0.6475818869263078,3.7457,0.6299100836640238,2.1956,0.6566367346500043,7.8614,0.6366279281800512,3.9099,0.6572215932800569,10.0518,0.6453910823806747,8.0623
eye_movements,et,671155,40.0915,success,0.6563454890002941,3.6603,0.6259664947216844,2.2782,0.6654005286697177,9.2021,0.6405729247243882,4.3265,0.6632106198708102,8.6741,0.6382359854986283,5.7628
eye_movements,et,131932,43.4066,success,0.6436410492060549,4.8602,0.6220262328386125,2.6491,0.6491892404438859,6.7434,0.643785840266093,6.7696,0.6529866307241895,8.888,0.6385283828227001,5.9364
eye_movements,et,365838,42.1346,success,0.6518201765414425,3.9119,0.6287428616983691,2.2835,0.6512355738390259,11.0393,0.6335622989928352,5.488,0.6503590216859002,7.6143,0.6361905478502142,6.6396
eye_movements,et,259178,40.3716,success,0.6453926819283994,3.6868,0.6265526969718259,2.3023,0.6598512497394337,6.2044,0.6398430191066615,6.4163,0.6608738086088682,8.6348,0.6410113927466781,5.4944
albert,et,121958,773.6478,success,0.6343226604224741,58.5347,0.6437836502090803,43.7956,0.6361346769131325,133.6726,0.6478082750832724,107.2241,0.6359629932699854,198.0975,0.6457291252923963,175.041
albert,et,671155,777.3083,success,0.6293250960810837,59.5022,0.6421431263509229,44.9509,0.63729826137744,134.7225,0.6477320290908123,107.5513,0.6368977229675457,197.8614,0.6460534428140866,176.018
albert,et,131932,776.6174,success,0.6310227681415636,60.7718,0.6437644956614933,48.0215,0.6370121885530485,131.8471,0.6462442111494987,106.9115,0.6361156926378931,198.565,0.6445274805924998,174.3584
albert,et,365838,812.6268,success,0.6296875207724076,60.3268,0.6426009537652728,42.4742,0.6350474606880989,133.3664,0.6475603203434087,106.9865,0.6357913794821602,199.8672,0.6478654985983638,175.9457
albert,et,259178,770.6661,success,0.6324916050821057,53.2243,0.6443368879868819,47.6466,0.6349712310679797,133.6157,0.6466067166110389,107.2293,0.6344562761896061,198.2852,0.6437073987591729,173.5002
default-of-credit-card-clients,et,121958,53.5525,success,0.6994305110668612,5.7484,0.7181847746324591,3.2848,0.6929003298061573,8.2526,0.7147522639451845,6.7629,0.6908899854250768,14.709,0.709644984949227,9.8319
default-of-credit-card-clients,et,671155,51.9463,success,0.6963332400137889,6.3588,0.7138313695225603,3.1519,0.6906397805447296,10.3577,0.7112361693937715,7.1109,0.6813459487563415,13.1054,0.7096454475517456,10.2873
default-of-credit-card-clients,et,131932,47.1012,success,0.6976729999895284,5.4236,0.7123247782567396,2.8357,0.6929845655192989,8.3724,0.7118223708942607,6.9772,0.6900538734276614,12.3498,0.7065479872521886,9.4279
default-of-credit-card-clients,et,365838,50.245,success,0.6939886022309301,5.4141,0.7130778741294715,2.7871,0.6868716517302826,10.8335,0.7103985854792518,6.1135,0.6831041957922263,14.7785,0.7037846941900866,8.8274
