dataset,seed,time_taken,status,"{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.25}","time_{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.25}","{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.5}","time_{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.5}","{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.75}","time_{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.75}","{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.25}","time_{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.25}","{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.5}","time_{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.5}","{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.75}","time_{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.75}","{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.25}","time_{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.25}","{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.5}","time_{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.5}","{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.75}","time_{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.75}","{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.25}","time_{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.25}","{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.5}","time_{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.5}","{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.75}","time_{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.75}"
AppliancesEnergy,0,24907.0844,success,2.9507496219110014,2969.2614,2.9293559056940186,3601.8015,2.912845638486976,3666.2596,2.9507496219110014,1674.9126,2.9309190447737468,1957.8279,2.912845638486976,2426.7075,2.940784893552465,1077.8823,2.922463643856601,1389.2223,2.928161855559639,1430.1953,2.940784893552465,1031.3999,2.922463643856601,1317.8133,2.928161855559639,1557.9654
AppliancesEnergy,1,24123.7303,success,2.905466402902969,2778.7887,2.8931046971240075,3691.495,2.9066439706808613,3146.3852,2.905466402902969,1748.9579,2.8940016282843355,1891.9048,2.9079784922875898,2441.4811,2.8871473997606216,1058.0259,2.8843154984366275,1353.5491,2.860898672580914,1524.5448,2.8871473997606216,1004.7715,2.8843154984366275,1281.1335,2.860898672580914,1564.4388
AppliancesEnergy,2,23930.5151,success,2.7609786822739735,2551.047,2.728267445783502,3064.3319,2.738526699533221,3829.3564,2.7609786822739735,1724.7414,2.728267445783502,2014.0333,2.735386187812715,2421.8481,2.783811895987649,1047.8757,2.7381448841233813,1285.2404,2.7051861751614585,1471.2284,2.783811895987649,1027.5667,2.7381448841233813,1311.1935,2.7051861751614585,1572.45
AppliancesEnergy,3,23880.2849,success,2.6393003288906147,2627.9574,2.633381433358549,3479.6942,2.6546574125512605,3116.1295,2.6393003288906147,1654.4072,2.633381433358549,2025.9395,2.6546574125512605,2463.0024,2.6833534708776257,1040.6754,2.6519578726382464,1281.7671,2.671686915065056,1495.5423,2.6833534708776257,1018.4722,2.6519578726382464,1301.6148,2.671686915065056,1567.1396
AppliancesEnergy,4,24834.0071,success,2.8155631682797657,2769.8879,2.7743683714562564,3643.8588,2.823591305095869,3413.3235,2.8155631682797657,1794.2503,2.7792647963846693,1999.6175,2.818637836633662,2518.6537,2.835285386490128,1118.8475,2.835711940646385,1438.1859,2.8492547591028132,1479.3744,2.835285386490128,1064.2602,2.835711940646385,1347.9508,2.8492547591028132,1565.2544
FloodModeling1,0,4705.2632,success,0.01956780903774016,374.8407,0.019557754820306292,385.3163,0.01952252201566354,396.1009,0.01956780903774016,380.0983,0.019557754820306292,391.7893,0.01952252201566354,400.4767,0.01878279139092778,351.8106,0.0187796225512422,359.5921,0.018745054907938898,374.0926,0.01878279139092778,351.3847,0.0187796225512422,368.9239,0.018745054907938898,365.3485
FloodModeling1,1,4703.634,success,0.019283783783452843,377.5043,0.019190497610859152,386.75,0.01919514886054576,397.7787,0.019283783783452843,376.1168,0.019190497610859152,390.0146,0.01919514886054576,402.3187,0.0184015404397295,353.9153,0.01837746772719059,361.1756,0.018406192628989876,365.5125,0.0184015404397295,355.0609,0.01837746772719059,363.5484,0.018406192628989876,367.3071
FloodModeling1,2,4688.3174,success,0.019020619610586164,378.1112,0.018917396030281277,382.5641,0.018859198113093778,403.8523,0.019020619610586164,391.5161,0.018917396030281277,389.2962,0.018859198113093778,416.5172,0.018440613352000212,354.7925,0.018400362618150055,349.8339,0.018429363634944153,356.7912,0.018440613352000212,342.7841,0.018400362618150055,349.8706,0.018429363634944153,361.948
FloodModeling1,3,4718.2947,success,0.01935452945549766,385.7208,0.01940660439861752,386.6863,0.019380701122621705,400.379,0.01935452945549766,380.7671,0.01940660439861752,391.9183,0.019380701122621705,403.8533,0.01890363182313048,349.5511,0.018869644668580755,357.1569,0.018893924655276697,363.4753,0.01890363182313048,350.9861,0.018869644668580755,362.851,0.018893924655276697,378.5605
FloodModeling1,4,4966.6083,success,0.01980717223864228,386.048,0.019831661898717393,401.1908,0.019782358734137608,424.3798,0.01980717223864228,399.5878,0.019831661898717393,421.0499,0.019782358734137608,441.7496,0.01895852612680096,371.2913,0.018922209868580512,376.4128,0.018930093545858652,383.6752,0.01895852612680096,371.6941,0.018922209868580512,379.2502,0.018930093545858652,387.1227
