dataset,model,seed,time_taken,status,"{'max_features': 'sqrt', 'min_samples_leaf': 1}","time_{'max_features': 'sqrt', 'min_samples_leaf': 1}","{'max_features': 'sqrt', 'min_samples_leaf': 5}","time_{'max_features': 'sqrt', 'min_samples_leaf': 5}","{'max_features': 1.0, 'min_samples_leaf': 1}","time_{'max_features': 1.0, 'min_samples_leaf': 1}","{'max_features': 1.0, 'min_samples_leaf': 5}","time_{'max_features': 1.0, 'min_samples_leaf': 5}"
analcatdata_supreme,obliquert,121958,1.2259,success,0.1456998731952819,0.2691,0.1847273599830538,0.2275,0.0745857919544133,0.3129,0.07370138343180559,0.2851
analcatdata_supreme,obliquert,671155,1.4197,success,0.146957461826022,0.3746,0.15934878881066364,0.3027,0.07425164588990606,0.3203,0.07221188862150853,0.2844
analcatdata_supreme,obliquert,131932,1.2414,success,0.14286678548336126,0.3211,0.17890386921791027,0.2027,0.07888760875813022,0.3084,0.07271817580775859,0.2779
analcatdata_supreme,obliquert,365838,1.3989,success,0.18292543929780536,0.3217,0.19787086924147637,0.325,0.07550784407838855,0.3225,0.07606230939576651,0.2864
analcatdata_supreme,obliquert,259178,1.299,success,0.15916483990879773,0.2737,0.1744858257357523,0.2899,0.07135151594331567,0.3151,0.06998372738017307,0.286
visualizing_soil,obliquert,121958,4.1712,success,0.7156347807239124,0.9,0.665362918782686,0.6361,0.09732733588010205,1.066,0.14397073895665577,1.0141
visualizing_soil,obliquert,671155,3.9382,success,0.5758097616004111,0.7629,0.5596721521410469,0.6306,0.10256733315335283,1.0259,0.13401449964489906,1.0119
visualizing_soil,obliquert,131932,4.0398,success,0.7690280756223729,0.76,0.6989452644189225,0.6137,0.09557972503303724,1.0877,0.1366505273518415,1.0223
visualizing_soil,obliquert,365838,3.9721,success,0.6948702110584665,0.7831,0.7427287490307143,0.609,0.10653888063699081,1.0702,0.15429322324746098,0.9902
visualizing_soil,obliquert,259178,3.9917,success,0.6862341091330725,0.7585,0.5923983839553871,0.6201,0.09326218423261749,1.0435,0.13171764946996398,1.0258
diamonds,obliquert,121958,89.2949,success,0.10958819439409838,10.4925,0.12053453450652807,6.1267,0.09409703643098945,38.9532,0.09667362233745878,16.4267
diamonds,obliquert,671155,83.9915,success,0.10632253417891506,10.3285,0.1180167127192886,4.5263,0.0942309232131685,35.3529,0.0973578162025765,16.5901
diamonds,obliquert,131932,92.452,success,0.10588323885306054,10.4742,0.11628812259339721,7.0723,0.09359701904492905,41.2,0.09644074919912628,16.4593
diamonds,obliquert,365838,94.2078,success,0.10616552857276655,10.6696,0.11809815185894257,7.0287,0.09381665096507939,40.9477,0.09682319975351987,18.3821
diamonds,obliquert,259178,89.888,success,0.10725199164626269,10.5105,0.1190656742907007,7.0156,0.09399765581226342,38.4468,0.09680355799205137,16.6281
Mercedes_Benz_Greener_Manufacturing,obliquert,121958,1237.3329,success,9.006243234327338,35.8417,8.531220279352437,10.5098,9.29901064712328,1018.4755,8.589289473841786,169.6821
Mercedes_Benz_Greener_Manufacturing,obliquert,671155,1232.1077,success,8.822651977736491,32.4619,8.571851885189211,6.3131,9.069456284021477,1020.3152,8.592993371688403,170.173
Mercedes_Benz_Greener_Manufacturing,obliquert,131932,1197.8792,success,8.81631260204118,26.1392,8.536447943359356,6.3258,9.18917499721333,998.0117,8.599362370936072,164.5836
Mercedes_Benz_Greener_Manufacturing,obliquert,365838,1222.4558,success,9.02432067823878,35.3217,8.607206960962614,9.1402,9.312845460322777,1004.6921,8.623238980952303,170.4435
Mercedes_Benz_Greener_Manufacturing,obliquert,259178,1222.4134,success,9.087056970813768,39.285,8.646195165619439,10.8759,9.418087508813663,996.758,8.659162950114895,172.3812
Brazilian_houses,obliquert,121958,18.6596,success,0.11048992090914307,2.6755,0.11954362994370721,1.4137,0.09034607884096559,7.202,0.09345260978827823,3.4713
Brazilian_houses,obliquert,671155,18.7216,success,0.09179109301771898,2.7047,0.11530756977224156,1.3544,0.06525797891639888,7.1818,0.08939562765785224,3.6052
Brazilian_houses,obliquert,131932,19.2246,success,0.093491523110506,2.6785,0.11851095478028152,1.3908,0.07115022182579522,7.498,0.09285730085657566,3.652
Brazilian_houses,obliquert,365838,19.1815,success,0.09538422153718266,2.7422,0.1155671936718592,1.355,0.0694232279526076,7.4041,0.08912627144604619,3.6608
Brazilian_houses,obliquert,259178,19.3493,success,0.0868802552598716,2.7827,0.11421199065911476,1.4019,0.06394395675527363,7.4844,0.08933213937394795,3.6771
Bike_Sharing_Demand,obliquert,121958,26.4489,success,74.52816048521979,3.6657,84.5592617193915,1.8403,46.57130025795729,12.6979,49.08086694620584,3.9138
Bike_Sharing_Demand,obliquert,671155,30.5012,success,73.21656326893988,3.6025,83.23218948092254,1.8366,47.20383601385412,8.5215,49.63527278973072,5.2041
Bike_Sharing_Demand,obliquert,131932,27.3861,success,74.01164125801144,3.6338,84.64654144257172,1.8618,47.07026232436033,12.6265,49.97850327539698,5.0008
Bike_Sharing_Demand,obliquert,365838,21.8843,success,74.81626872784283,3.3107,84.16704871292059,1.8359,47.3985339136967,8.8518,49.655733383731366,3.6366
Bike_Sharing_Demand,obliquert,259178,21.6839,success,72.86737840454727,3.6027,81.79669652307427,1.8624,47.68634193789433,8.2788,49.65973090963024,3.6548
house_sales,obliquert,121958,50.0514,success,0.19782267962244107,5.6829,0.20209546138570203,4.2542,0.18311485885747603,22.174,0.18454906055440579,9.4171
house_sales,obliquert,671155,62.8965,success,0.1976227333094144,7.3321,0.20099384211574892,4.0898,0.18412825404543878,24.4951,0.18549249424762473,14.1206
