dataset,model,seed,time_taken,status,"{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.25}","time_{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.25}","{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.5}","time_{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.5}","{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.75}","time_{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.75}","{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.25}","time_{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.25}","{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.5}","time_{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.5}","{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.75}","time_{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.75}","{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.25}","time_{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.25}","{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.5}","time_{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.5}","{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.75}","time_{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.75}","{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.25}","time_{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.25}","{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.5}","time_{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.5}","{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.75}","time_{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.75}"
cpu_act,rotf,121958,417.0461,success,2.381206166576362,17.408,2.3941003825034004,17.6706,2.391622157510549,17.7455,2.3506828775555895,43.9802,2.353668012197618,43.9947,2.35135505103243,43.842,2.3984177987909816,19.4874,2.3907842114483615,19.5115,2.3889725086663556,19.529,2.359382076252533,49.2549,2.350217957476429,49.4873,2.34982528793809,49.2228
cpu_act,rotf,671155,414.8769,success,2.4151989475879883,16.98,2.4195435067702955,17.3697,2.422199600752929,17.5673,2.3745185110083398,43.0494,2.369481469228822,42.9903,2.3770103105392395,43.3821,2.418839216937102,19.765,2.44063688896489,20.0846,2.440747854736695,20.0701,2.3664794734218746,49.1078,2.3812327350901907,49.6732,2.3737252731497347,49.0702
cpu_act,rotf,131932,418.3547,success,2.3941343691649735,17.497,2.42775501379637,17.5457,2.433231006355125,17.7683,2.3570574946346654,43.5215,2.3742795398614063,43.2481,2.370681048481701,43.443,2.412941342019184,19.9584,2.38548713024094,20.0614,2.407637795233816,20.0062,2.365027417307548,49.4984,2.349597973509982,50.0203,2.3665268804095767,49.8532
cpu_act,rotf,365838,419.4143,success,2.4453572188960417,17.2969,2.432000101900306,17.4634,2.4418539691050327,17.5551,2.3835221960296757,43.4929,2.371901070631382,43.6711,2.3762262750560126,43.3479,2.4278740283823588,20.5234,2.4378496812854613,20.6878,2.423398517225725,20.5321,2.364669868347016,49.7726,2.3801848681342337,48.7756,2.369416534758944,49.2497
cpu_act,rotf,259178,415.668,success,2.4163482003803103,17.4631,2.407826535481014,17.5502,2.418762040067857,17.5523,2.360718643844134,43.4837,2.359752093109115,43.6997,2.369991288562894,43.9178,2.396565394672925,19.5827,2.413272407653018,19.5518,2.416642336330843,19.6349,2.3462860268893073,49.3134,2.3501341399879316,49.1606,2.3497367247849787,49.0659
pol,rotf,121958,426.9827,success,4.952812233399171,14.9825,4.963528123900833,15.2637,4.937853296365551,15.4784,4.51849819329549,36.9374,4.580828854227785,37.3645,4.548107954625099,37.6744,5.174114513748617,24.2949,5.274007633775696,24.7045,5.24632447641664,24.2954,4.8805563342403815,59.5165,4.880558717281164,59.2464,4.860235575157536,59.2686
pol,rotf,671155,423.4223,success,4.682193373198426,14.1142,4.762798583672681,14.486,4.651422955936854,14.8511,4.472976976994485,36.0347,4.524687772813552,35.8294,4.472652169430641,36.712,5.307443748516799,24.3575,5.282602761371239,24.8663,5.383323741271949,24.5065,4.938835831168907,60.1015,4.891299902066323,59.7043,4.944195685570815,59.9288
pol,rotf,131932,420.9037,success,4.715103898708944,14.3979,4.791488786148958,14.4876,4.792505173266548,14.8187,4.476322899619862,35.7395,4.523794494362548,36.2341,4.531044981262084,36.7991,5.145779189147292,23.6197,5.132553798842926,23.6103,5.104388899415864,23.8962,4.862003353251784,59.7281,4.860655086853823,59.5031,4.843661590384294,60.2608
pol,rotf,365838,415.2919,success,4.7777071267085525,14.2985,4.780078149380499,14.8988,4.784723475420552,14.8674,4.4955123619046296,35.6275,4.506968474400531,36.0931,4.478738024662732,36.5342,5.221654790121753,23.8026,5.246052505924383,23.6521,5.285929085412193,24.0226,4.934378503794017,57.4559,4.9715916381323,58.0003,4.993066413770962,58.0565
pol,rotf,259178,417.2796,success,4.5855887610447565,14.6106,4.543038588846432,14.918,4.592838450895685,15.0633,4.411144469934642,36.3626,4.404420435721835,36.7012,4.452288484123719,36.8715,5.104554186343118,22.681,5.051018693887932,22.6645,5.087300266800941,22.5944,4.8612022541912685,59.1194,4.844389359658926,58.9901,4.846018264989673,58.8173
elevators,rotf,121958,721.5085,success,0.0026253572681080605,28.572,0.002629285906260326,28.7018,0.0026281681118462013,29.1406,0.0024967251822795074,73.5862,0.00250001910056087,73.1046,0.0024999366236944124,73.0768,0.0024602007189140876,35.3882,0.0024504486914062444,35.1439,0.0024638019911694116,36.1127,0.0024664336561312796,87.9274,0.002467740926386867,87.2306,0.0024494653907241957,88.1818
elevators,rotf,671155,725.7724,success,0.0024826596601433813,29.3642,0.002481918617459581,29.5147,0.0024786471989908286,29.6394,0.0024672924541925523,76.117,0.002470378358590718,74.4215,0.0024585303594847016,75.5867,0.0025237747371402585,34.9517,0.002528275629723017,35.3836,0.0025339820574152693,34.8166,0.002429934640943572,86.4014,0.002425965564635493,87.0306,0.002435737849520529,87.1412
elevators,rotf,131932,715.5237,success,0.0025832388807205792,29.2997,0.002599918546578275,29.4071,0.002607235372944749,29.8779,0.002474083285290228,75.2437,0.0024784625122118713,74.2916,0.0024762462481946177,74.6078,0.002407453122343792,33.2475,0.0024111839670403236,33.3769,0.0024218004169786495,33.3742,0.0023384274080299997,85.3304,0.0023400283966179534,86.0459,0.0023419479529816502,87.0778
elevators,rotf,365838,733.8788,success,0.002589468932371946,28.8294,0.002603289202298567,29.0782,0.002589203657240268,29.4103,0.002523424449628511,76.6479,0.002531897086407534,76.3859,0.0025356983275833882,74.2093,0.002447817502178665,35.6402,0.002470411030097602,35.7087,0.002464357429046674,36.8753,0.0023790930413314527,90.3138,0.0023973639851753445,89.9705,0.002390210431264888,88.9739
elevators,rotf,259178,722.5279,success,0.0026076119357177946,30.6826,0.0026002275049044274,30.4748,0.0026099330661522417,30.4146,0.0025361902372826217,74.4523,0.0025397835875631564,74.6579,0.002542625259105102,75.2943,0.0024659201548743502,35.0418,0.002448927415224176,35.4901,0.0024350636587620535,35.206,0.0023612823304777074,86.1248,0.0023500591195849134,85.0671,0.0023515607754491363,85.2903
isolet,rotf,121958,9323.4328,success,3.1140747841630447,576.8129,3.1643741228773457,528.1669,3.1117549778236917,511.4273,3.022635492070148,944.7059,3.0348578826284243,1095.1382,3.021603687366344,1107.0972,3.1280327508975265,362.7158,3.0999566165713026,393.2783,3.1215210891266882,407.2252,3.0133029079951243,890.7233,3.002333358159166,945.268,3.01198937757037,1020.5197
