dataset,seed,time_taken,status,"{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.25}","time_{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.25}","{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.5}","time_{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.5}","{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.75}","time_{'max_group': 3, 'n_estimators': 20, 'remove_proportion': 0.75}","{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.25}","time_{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.25}","{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.5}","time_{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.5}","{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.75}","time_{'max_group': 3, 'n_estimators': 50, 'remove_proportion': 0.75}","{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.25}","time_{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.25}","{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.5}","time_{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.5}","{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.75}","time_{'max_group': 7, 'n_estimators': 20, 'remove_proportion': 0.75}","{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.25}","time_{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.25}","{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.5}","time_{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.5}","{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.75}","time_{'max_group': 7, 'n_estimators': 50, 'remove_proportion': 0.75}"
AppliancesEnergy,0,30447.6401,success,2.9507496219110014,2824.4022,2.9309190447737468,3412.4238,2.914199110833071,3940.6188,2.9507496219110014,2932.1643,2.9309190447737468,3378.3581,2.912845638486976,3007.4096,2.9408202708669164,2192.2125,2.922463643856601,1581.3932,2.9285128893136387,1725.106,2.9408202708669164,1292.6037,2.922463643856601,1398.9849,2.9285128893136387,1631.1226
AppliancesEnergy,1,29055.7453,success,2.905466402902969,2738.9804,2.8940016282843355,3216.92,2.9079784922875898,3782.647,2.905466402902969,2970.3342,2.8940016282843355,3590.7218,2.9079784922875898,2775.8561,2.8871627960756228,1300.6177,2.884329193289213,1836.9453,2.860898879032142,1819.8005,2.8871627960756228,1297.4178,2.884329193289213,1444.9586,2.860898879032142,1556.9352
AppliancesEnergy,2,29843.7754,success,2.7609786822739735,2804.0611,2.728267445783502,3230.5864,2.7445734042045715,3940.128,2.7609786822739735,3429.0214,2.7303667716111435,3654.2926,2.735386187812715,2755.437,2.783811895987649,1385.6657,2.7381448841233813,1584.1485,2.7051861751614585,1811.9442,2.783811895987649,1407.9533,2.7381448841233813,1474.7835,2.7051861751614585,1628.8762
AppliancesEnergy,3,30379.1025,success,2.6393003288906147,2776.7395,2.633381433358549,3202.2194,2.653206785226502,3890.3442,2.6393003288906147,3385.0298,2.633163173241819,3633.9641,2.6563395778579255,3392.1095,2.6837271460811043,1438.3368,2.6519578726382464,1571.4942,2.671686915065056,1801.1157,2.6837271460811043,1341.9469,2.6519578726382464,1404.7875,2.671686915065056,1597.8298
AppliancesEnergy,4,31551.1856,success,2.8155631682797657,2849.1584,2.7792647963846693,3432.2578,2.8347444659195915,3910.6459,2.8155631682797657,3462.0727,2.784658156627078,3908.9473,2.8324707564936253,3847.3349,2.8359760863112418,1405.0854,2.835662036401388,1604.9763,2.8492547591028132,1831.8127,2.8359760863112418,1280.6161,2.835662036401388,1431.8308,2.8492547591028132,1737.7367
FloodModeling1,0,5824.4422,success,0.01955841773362137,481.2741,0.019560900128135963,484.7815,0.01952282736789313,495.6582,0.01955841773362137,474.3112,0.019560900128135963,481.0103,0.01952282736789313,484.4946,0.01878441534629682,438.9045,0.018783016238784315,438.8772,0.0187302664610364,442.0627,0.01878441534629682,440.8013,0.018783016238784315,444.8877,0.0187302664610364,459.4651
FloodModeling1,1,5794.6256,success,0.019290548815300308,461.0823,0.019192465035763252,477.4364,0.019200078654791272,490.7093,0.019290548815300308,464.7226,0.019192465035763252,479.3571,0.019200078654791272,491.5898,0.018371555971403993,441.6313,0.018388721061400076,448.6731,0.01840728391619431,445.5538,0.018371555971403993,436.5095,0.018388721061400076,445.9636,0.01840728391619431,456.6685
FloodModeling1,2,5794.9312,success,0.019020005807890043,460.7648,0.01891847176279941,479.873,0.01886204722435435,482.5138,0.019020005807890043,470.1888,0.01891847176279941,479.3,0.01886204722435435,487.0657,0.01845422334939974,439.1679,0.018411497090003056,440.098,0.01843689251263707,451.6923,0.01845422334939974,445.4177,0.018411497090003056,447.7386,0.01843689251263707,452.1106
FloodModeling1,3,5792.665,success,0.019357613594707234,471.2293,0.01940558214650068,479.9324,0.019378483936211586,490.2868,0.019357613594707234,464.7411,0.01940558214650068,480.0074,0.019378483936211586,489.4429,0.018894956291289854,438.1116,0.018892087592905307,436.618,0.018883105937015667,443.2526,0.018894956291289854,439.2394,0.018892087592905307,440.8712,0.018883105937015667,460.7241
FloodModeling1,4,5822.3592,success,0.01980821749710571,466.3837,0.01982767764505833,476.7585,0.019782134632386202,489.5303,0.01980821749710571,463.8283,0.01982767764505833,488.6766,0.019782134632386202,496.1287,0.018935397622672726,447.7758,0.018912575818054136,444.4483,0.018932471290805778,446.6937,0.018935397622672726,443.0498,0.018912575818054136,447.0786,0.018932471290805778,455.4548
FloodModeling2,0,7025.4864,success,0.010390018578763434,551.3734,0.010320080504886177,559.528,0.010390909457785232,576.4463,0.010390018578763434,548.6455,0.010320080504886177,561.46,0.010390909457785232,573.4348,0.009500330074963382,543.6844,0.00951599384031062,551.3572,0.009529546454477922,558.099,0.009500330074963382,552.0713,0.00951599384031062,556.7078,0.009529546454477922,581.0367
FloodModeling2,1,7052.4984,success,0.00988084569026048,541.2716,0.009913286554236686,562.564,0.009965112362024811,567.8328,0.00988084569026048,544.235,0.009913286554236686,562.6217,0.009965112362024811,590.8882,0.009413617568075792,557.6117,0.0094964775245065,558.8953,0.00953667598641134,569.666,0.009413617568075792,557.1554,0.0094964775245065,558.2065,0.00953667598641134,571.3169
FloodModeling2,2,6849.8534,success,0.009040030947758161,533.0862,0.009270091763873708,545.2409,0.009256190586772716,554.9069,0.009040030947758161,531.5547,0.009270091763873708,553.1517,0.009256190586772716,557.4486,0.009523430645817824,533.1517,0.009528487554199947,538.728,0.009566759772739936,542.1845,0.009523430645817824,536.9733,0.009528487554199947,551.0888,0.009566759772739936,564.7489
FloodModeling2,3,7185.3646,success,0.009460906939159472,549.4421,0.009528439442540095,571.0588,0.009658685222117054,582.7598,0.009460906939159472,552.2939,0.009528439442540095,577.4576,0.009658685222117054,595.9386,0.009046038144023907,558.6076,0.00909597328497526,572.6672,0.009052742841362503,580.9989,0.009046038144023907,576.7166,0.00909597328497526,576.1924,0.009052742841362503,582.5856
FloodModeling2,4,7138.7999,success,0.01090003595246502,545.8795,0.010913927385681152,568.3025,0.010993135509455798,575.4427,0.01090003595246502,550.2924,0.010913927385681152,580.2936,0.010993135509455798,589.4285,0.009864219797464192,550.164,0.009854215443328465,562.42,0.009869687847624415,578.0336,0.009864219797464192,570.1565,0.009854215443328465,571.9353,0.009869687847624415,581.9964
FloodModeling3,0,5132.6065,success,0.014978229396969342,424.689,0.01495034821391225,432.4862,0.014901588256260196,436.2307,0.014978229396969342,422.4778,0.01495034821391225,426.1525,0.014901588256260196,444.5577,0.014283241995524,391.8858,0.014160061365001411,389.7024,0.014118748158181147,396.3846,0.014283241995524,381.7346,0.014160061365001411,387.4641,0.014118748158181147,389.5824
FloodModeling3,1,5080.4236,success,0.015182930776198615,419.1648,0.015189600954675274,429.8842,0.015125338903865186,434.3644,0.015182930776198615,417.706,0.015189600954675274,427.8963,0.015125338903865186,432.9414,0.01459425460349587,377.5829,0.014578436860285213,382.9885,0.014434855456821065,389.1335,0.01459425460349587,378.5639,0.014578436860285213,390.3274,0.014434855456821065,390.6323
FloodModeling3,2,5106.8769,success,0.015448035595471123,424.6971,0.015317230630885114,434.818,0.015328295963798984,435.2757,0.015448035595471123,421.5397,0.015317230630885114,429.9116,0.015328295963798984,438.8301,0.014910928218483959,385.2437,0.014752221764572249,387.4931,0.014784723478984916,388.1949,0.014910928218483959,378.358,0.014752221764572249,384.0396,0.014784723478984916,390.1902
FloodModeling3,3,5066.6621,success,0.01555820232713082,421.6164,0.015499384717850348,426.4281,0.015517796472595428,432.8062,0.01555820232713082,418.1816,0.015499384717850348,422.4806,0.015517796472595428,432.7783,0.0151586269944509,379.5882,0.015084237223341297,387.8184,0.015105357263863065,389.3069,0.0151586269944509,380.2925,0.015084237223341297,383.2895,0.015105357263863065,387.62
FloodModeling3,4,5079.2608,success,0.014460755729557628,418.2641,0.014444805486748197,431.1374,0.014422624146918776,434.2585,0.014460755729557628,415.7927,0.014444805486748197,431.1974,0.014422624146918776,443.2445,0.014215225076937945,381.6153,0.01414845368875483,384.5062,0.014061449276962843,384.9441,0.014215225076937945,375.6481,0.01414845368875483,382.7977,0.014061449276962843,387.6177
