dataset,model,seed,time_taken,status,"{'max_features': 'sqrt', 'min_samples_leaf': 1}","time_{'max_features': 'sqrt', 'min_samples_leaf': 1}","{'max_features': 'sqrt', 'min_samples_leaf': 5}","time_{'max_features': 'sqrt', 'min_samples_leaf': 5}","{'max_features': 1.0, 'min_samples_leaf': 1}","time_{'max_features': 1.0, 'min_samples_leaf': 1}","{'max_features': 1.0, 'min_samples_leaf': 5}","time_{'max_features': 1.0, 'min_samples_leaf': 5}"
electricity,obliquert,121958,39.5062,success,0.8758736209784556,3.6654,0.8598163229942818,3.2776,0.8973892450759545,13.6669,0.8850285912320222,12.0568
electricity,obliquert,671155,38.9175,success,0.87313001790562,3.5888,0.8597874429619362,3.1393,0.8970715647201525,13.4345,0.8847397909085659,12.0299
electricity,obliquert,131932,39.8157,success,0.8749494599433952,3.7972,0.8602495234794661,3.0888,0.8970426846878069,13.8079,0.8848264310056027,12.0599
electricity,obliquert,365838,40.8658,success,0.8718304164500665,4.6148,0.8573904002772483,3.1811,0.8982845260786693,13.7864,0.8856639519436261,11.989
electricity,obliquert,259178,39.9843,success,0.8773465026280829,3.7122,0.8609715242881072,3.1477,0.8994108473401491,13.8128,0.8845376306821464,12.2804
eye_movements,obliquert,121958,16.2443,success,0.6050810721166969,1.5428,0.6024510317658661,1.2577,0.6078560314913838,5.8564,0.6104851760954887,4.8902
eye_movements,obliquert,671155,17.206,success,0.5992408674462478,1.7813,0.5996792714866287,1.2921,0.6144299806940987,5.9946,0.6128240987604273,4.8181
eye_movements,obliquert,131932,16.3133,success,0.6024541668794064,1.5649,0.5985127533219727,1.2617,0.6053729575854968,5.8813,0.610925627556957,4.9035
eye_movements,obliquert,365838,16.666,success,0.6011399144868991,1.5448,0.604060368722623,1.2516,0.6142837820320629,5.804,0.6084435773616138,4.8535
eye_movements,obliquert,259178,16.6391,success,0.6033296313400793,1.5732,0.5961751102952139,1.2974,0.6046440116964048,5.9987,0.6053736613864956,4.9979
albert,obliquert,121958,226.6344,success,0.6355242865670508,16.7944,0.6471978869201694,11.1817,0.634608750710696,111.8229,0.6442032569388983,81.3312
albert,obliquert,671155,229.108,success,0.6367641519514793,16.7256,0.6464349554721439,11.0459,0.6373936149834426,113.3408,0.6432494873001388,82.654
albert,obliquert,131932,227.7636,success,0.6371265537215259,16.9912,0.6476176617393561,11.4133,0.6373937765238747,111.9533,0.6430778353101844,81.905
albert,obliquert,365838,228.7819,success,0.6350475043476752,16.9848,0.6476747237140154,11.2499,0.6382328928409537,112.6851,0.6461488488115809,82.5216
albert,obliquert,259178,227.5813,success,0.635848687041936,16.9533,0.6462061410905049,11.1593,0.6365544255365734,112.7182,0.6443177640009985,81.3858
default-of-credit-card-clients,obliquert,121958,22.8859,success,0.6957465969381685,2.321,0.7086400230325589,1.874,0.6949092863796823,9.5958,0.7058775079837836,7.987
default-of-credit-card-clients,obliquert,671155,26.2854,success,0.6982588019696606,2.3,0.7044545005821012,1.8609,0.6938215396395897,9.6986,0.7064643613332761,8.0937
default-of-credit-card-clients,obliquert,131932,22.9662,success,0.6987611252225906,2.3103,0.7129112531132624,1.8643,0.6963332610411762,9.5884,0.7042034546062658,8.0832
default-of-credit-card-clients,obliquert,365838,23.3211,success,0.6944069210719778,2.5785,0.7088915105835255,1.8891,0.6959137436390576,9.8039,0.7009380275377186,7.8757
default-of-credit-card-clients,obliquert,259178,23.0623,success,0.6983420283682163,2.2798,0.7088913423644279,2.0069,0.6957466179655557,9.7037,0.7032811092939243,7.8548
road-safety,obliquert,121958,304.3177,success,0.7729184319991068,21.8331,0.7692598612809475,18.0414,0.7788040163438895,115.0319,0.7803748151417275,98.4793
road-safety,obliquert,671155,302.0336,success,0.7727792140142137,21.0973,0.7681264716272959,17.3958,0.7771337821433425,114.7049,0.7798677729871679,97.044
road-safety,obliquert,131932,302.5451,success,0.7714669201617097,21.5859,0.7698463760863792,17.7169,0.7774021922595681,114.4645,0.7785852667011192,97.6708
road-safety,obliquert,365838,310.3316,success,0.7732862760354533,21.623,0.7695879316306385,17.8319,0.7791718339901684,117.2113,0.7796490438041129,99.0149
road-safety,obliquert,259178,316.9188,success,0.7712084445716196,22.9013,0.7685241494868453,17.6891,0.7798479098652494,117.8225,0.7793110401143569,100.0505
compas-two-years,obliquert,121958,3.1152,success,0.6636825159296437,0.58,0.6710649160209922,0.4388,0.6249677350533291,1.0399,0.6520453497159634,0.6788
compas-two-years,obliquert,671155,2.6882,success,0.6645797744233252,0.354,0.6650266007395021,0.3156,0.6202730538490315,1.0473,0.6522728194680453,0.6863
compas-two-years,obliquert,131932,2.6554,success,0.6574171816287375,0.3243,0.6632346379039128,0.3036,0.6254163643001699,0.9933,0.6500326781182812,0.6577
compas-two-years,obliquert,365838,2.9219,success,0.6513785658588035,0.5115,0.6639089339721718,0.3067,0.6260930642759807,1.0601,0.650035683002721,0.6748
compas-two-years,obliquert,259178,8.0739,success,0.6507036688136566,0.3357,0.6562966602211896,0.3143,0.6247480780007902,1.0266,0.6507048707674324,0.6702
