classification_name,tablename,feature_type,model_type,metric_type,dataset_rows,dataset_columns,avg_score,std_score,avg_time_taken
OpenML-CC18,mfeat-factors,Continuous,et,Accuracy,2000,216,0.9650000000000001,0.0035355339059327407,0.6541
OpenML-CC18,mfeat-factors,Continuous,rf,Accuracy,2000,216,0.97,0.0050000000000000044,1.91526
OpenML-CC18,mfeat-factors,Continuous,rotf,Accuracy,2000,216,0.9719999999999999,0.0027386127875258363,61.49972
OpenML-CC18,mfeat-fourier,Continuous,et,Accuracy,2000,76,0.817,0.01204159457879224,0.7547599999999999
OpenML-CC18,mfeat-fourier,Continuous,rf,Accuracy,2000,76,0.8140000000000001,0.008944271909999104,2.0553999999999997
OpenML-CC18,mfeat-fourier,Continuous,rotf,Accuracy,2000,76,0.8309999999999998,0.015165750888103114,27.69472
OpenML-CC18,mfeat-karhunen,Continuous,et,Accuracy,2000,64,0.9650000000000001,0.0035355339059327407,0.69216
OpenML-CC18,mfeat-karhunen,Continuous,rf,Accuracy,2000,64,0.9629999999999999,0.002738612787525832,2.21556
OpenML-CC18,mfeat-karhunen,Continuous,rotf,Accuracy,2000,64,0.9559999999999998,0.0054772255750517,22.732319999999998
OpenML-CC18,mfeat-morphological,Continuous,et,Accuracy,2000,6,0.666,0.008944271909999173,0.42564
OpenML-CC18,mfeat-morphological,Continuous,rf,Accuracy,2000,6,0.663,0.006708203932499367,0.6568400000000001
OpenML-CC18,mfeat-morphological,Continuous,rotf,Accuracy,2000,6,0.683,0.005700877125495652,2.28348
OpenML-CC18,mfeat-zernike,Continuous,et,Accuracy,2000,47,0.765,0.015811388300841903,0.64636
OpenML-CC18,mfeat-zernike,Continuous,rf,Accuracy,2000,47,0.77,0.010000000000000016,1.97504
OpenML-CC18,mfeat-zernike,Continuous,rotf,Accuracy,2000,47,0.787,0.007582875444051593,19.18212
OpenML-CC18,optdigits,Continuous,et,Accuracy,5620,64,0.9879002,0.002639121672071953,1.09924
OpenML-CC18,optdigits,Continuous,rf,Accuracy,5620,64,0.9825621999999999,0.0026391216720720186,1.4721600000000001
OpenML-CC18,optdigits,Continuous,rotf,Accuracy,5620,64,0.9850532,0.002028722923417566,24.377760000000002
OpenML-CC18,pc3,Continuous,et,Accuracy,1563,37,0.8891718,0.005697109898887339,0.36882000000000004
OpenML-CC18,pc3,Continuous,rf,Accuracy,1563,37,0.8904456,0.006977437660058327,0.64896
OpenML-CC18,pc3,Continuous,rotf,Accuracy,1563,37,0.8700635999999999,0.010658182199606073,5.31214
OpenML-CC18,pc4,Continuous,et,Accuracy,1458,37,0.9178082,0.009686302245955363,0.34072
OpenML-CC18,pc4,Continuous,rf,Accuracy,1458,37,0.9178082,0.0048433279054798835,0.5503
OpenML-CC18,pc4,Continuous,rotf,Accuracy,1458,37,0.9315070000000001,0.006848999999999994,4.0172
OpenML-CC18,pendigits,Continuous,et,Accuracy,10992,16,0.9947272,0.0007610021024938395,1.10844
OpenML-CC18,pendigits,Continuous,rf,Accuracy,10992,16,0.9932724,0.00137856675572859,2.34714
OpenML-CC18,pendigits,Continuous,rotf,Accuracy,10992,16,0.9954547999999999,0.0006431136757992605,30.34232
OpenML-CC18,satimage,Continuous,et,Accuracy,6430,36,0.9181958,0.002358669900600707,1.11822
OpenML-CC18,satimage,Continuous,rf,Accuracy,6430,36,0.9125972000000001,0.005432183143083413,2.09586
OpenML-CC18,satimage,Continuous,rotf,Accuracy,6430,36,0.9153966,0.0032250229921660933,25.48586
OpenML-CC18,sick,Mixed,et,Accuracy,3772,29,0.979894,0.004012000498504447,0.61556
OpenML-CC18,sick,Mixed,rf,Accuracy,3772,29,0.9899468,0.002213324354901493,0.5906399999999999
OpenML-CC18,sick,Mixed,rotf,Accuracy,3772,29,0.9941798000000001,0.0011833271736928649,3.19158
OpenML-CC18,spambase,Continuous,et,Accuracy,4601,57,0.946204,0.004172518723744646,0.95626
OpenML-CC18,spambase,Continuous,rf,Accuracy,4601,57,0.929284,0.005860796447582873,1.34572
OpenML-CC18,spambase,Continuous,rotf,Accuracy,4601,57,0.9331886,0.0032175177233389044,12.72974
OpenML-CC18,splice,Categorical,et,Accuracy,3190,60,0.970533,0.0035744499576858078,1.2288999999999999
OpenML-CC18,splice,Categorical,rf,Accuracy,3190,60,0.967398,0.003574449957685813,1.04902
OpenML-CC18,splice,Categorical,rotf,Accuracy,3190,60,0.9429468,0.0034339465924792755,16.02554
OpenML-CC18,tic-tac-toe,Categorical,et,Accuracy,958,9,0.979167,0.0,0.28268
OpenML-CC18,tic-tac-toe,Categorical,rf,Accuracy,958,9,0.979167,0.0,0.34612
OpenML-CC18,tic-tac-toe,Categorical,rotf,Accuracy,958,9,0.979167,0.0,1.12306
OpenML-CC18,vehicle,Continuous,et,Accuracy,846,18,0.7552939999999999,0.005261467951057028,0.30994
OpenML-CC18,vehicle,Continuous,rf,Accuracy,846,18,0.7458821999999999,0.013413856909927161,0.44324
OpenML-CC18,vehicle,Continuous,rotf,Accuracy,846,18,0.8141176,0.009842827124358092,2.26364
OpenML-CC18,vowel,Mixed,et,Accuracy,990,12,0.9858585999999999,0.011516911968926381,0.37212
OpenML-CC18,vowel,Mixed,rf,Accuracy,990,12,0.9676767999999999,0.013170092698990376,0.55942
OpenML-CC18,vowel,Mixed,rotf,Accuracy,990,12,0.9818182,0.0045173045281450925,3.8994
